mol,name,pIC50,ast_fraglike,b_triple,density,FCharge,GCUT_PEOE_0,GCUT_PEOE_2,GCUT_SLOGP_1,logP(o/w),PEOE_RPC+,PEOE_VSA-0,PEOE_VSA_FPOL,Q_VSA_FPNEG,Q_VSA_FPPOS,VDistEq
FC(F)(F)c1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,CHEMBL422,4.9625735,0,0,0.78150851,0,-0.86208081,-0.027877739,-0.27461189,4.4917598,0.23147313,93.214523,0.023327794,0.14309634,0.057349991,3.5020404
O=C(Nc1c(-c2nn(-c3ccccc3)nn2)cccc1)C12CC3CC(C1)CC(C2)C3,CHEMBL4209777,4.9586072,0,0,0.72821397,0,-0.81211531,0.057651095,-0.32732695,3.8640001,0.1267319,114.387,0.1051094,0.12694426,0.094040699,3.6050117
[N+](C)(C)=C1C=C2[Se]c3c(C(c4ccccc4)=C2C=C1)ccc(N(C)C)c3.[Br-],CHEMBL454113,4.9586072,0,0,0.92584771,0,-1.0000026,0.031436846,-0.35480741,5.6360002,0.2544378,119.49362,0.30785909,0,0,3.3492291
[N+](C)(C)=C1C=C2Sc3c(C(c4ccccc4)=C2C=C1)ccc(N(C)C)c3.[Br-],CHEMBL510624,4.9586072,0,0,0.78314525,0,-1.0000026,0.031158026,-0.29241365,6.5879998,0.096530154,92.076248,0.14390872,0.17416765,0.015521035,3.3492291
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/CC)C)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372464,4.9546771,0,0,0.69893605,0,-0.83993411,0.02936369,-0.33352268,5.3249998,0.028737586,89.703232,0.22093406,0.35652682,0.16510023,4.3155169
Fc1c(C2N(C(=O)c3ccccc3)CCc3c4c([nH]c23)cccc4)cccc1,CHEMBL4586159,4.9469213,0,0,0.7260285,0,-0.85425639,0.063950971,-0.26270285,5.4840002,0.13656287,59.92947,0.11356275,0.059683561,0.072782755,3.2170053
Clc1cc2c(C(=C3CCN(C(=O)OCC)CC3)c3ncccc3CC2)cc1,CHEMBL998,4.9430952,0,0,0.74276459,0,-0.82861358,0.011255102,-0.27813795,3.8989999,0.21814933,96.94326,0.11256638,0.11739502,0.07118845,3.3899591
O(C)c1c(OC)c(OC)c2OC(c3cc(OC)c(OC)cc3)=CC(=O)c2c1OC,CHEMBL76447,4.939302,0,0,0.77426529,0,-0.78401041,-0.1071277,-0.3410179,2.15396,0.070345826,36.764713,0.076871872,0.070681825,0.020912031,3.4087706
O=C(Nc1cc2c(C(=O)OC2)cc1)COc1cc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)ccc1,CHEMBL4210110,4.9318142,0,0,0.7670241,0,-0.81042707,0.021085462,-0.37960714,4.0764799,0.091182701,102.45631,0.16549487,0.10899555,0.12192722,4.17942
Brc1cc(Nc2nc(-c3cc(OC)c(OC)cc3)nc3c2cccc3)ccc1,CHEMBL3092482,4.9295926,0,0,0.82612437,0,-0.78450638,0.050342612,-0.30328268,5.2767401,0.085032478,98.03923,0.042834032,0.042834032,0.097811826,3.4643455
O=C(N[C@H]([C@H](O)CN1[C@H](C(=O)NC(C)(C)C)C[C@H]2[C@@H](C1)CCCC2)Cc1ccccc1)[C@@H](NC(=O)c1nc2c(cc1)cccc2)CC(=O)N,CHEMBL114,4.9208188,0,0,0.71707976,0,-0.84349316,0.063834496,-0.34899345,3.3139999,0.060662445,117.76663,0.20186846,0.1931992,0.18882233,4.0437107
O=C(OCc1scnc1)N[C@H]([C@@H](O)C[C@@H](NC(=O)[C@@H](NC(=O)N(Cc1nc(C(C)C)sc1)C)C(C)C)Cc1ccccc1)Cc1ccccc1,CHEMBL163,4.9208188,0,0,0.74469215,0,-0.83729672,0.062127329,-0.29156563,5.0040002,0.081129946,57.91861,0.16603689,0.1864453,0.19231415,4.202127
Oc1cc(O)cc(-c2c(-c3ccc(O)cc3)cccc2)c1,CHEMBL208098,4.9208188,0,0,0.72403312,0,-0.76573622,0.18437709,-0.32938427,5.0110002,0.13803194,70.108681,0.20086426,0.086239554,0.11462471,3.0977197
O=C(Nc1ccc(CCN2Cc3c(cccc3)CC2)cc1)c1ccc(N)cc1,CHEMBL410897,4.9208188,0,0,0.68598098,0,-0.85075372,0.081963837,-0.27204424,4.0180001,0.13166942,97.557671,0.087811619,0.053668469,0.13710196,3.9137936
O=C(N1C(c2ccc(OC)cc2)c2[nH]c3c(c2CC1)cccc3)c1ccccc1,CHEMBL4516431,4.9208188,0,0,0.70544523,0,-0.85430837,0.069166884,-0.28024921,5.289,0.12753621,74.392914,0.07936237,0.061978016,0.067270122,3.3390794
O(CCN1Cc2c(cccc2)CC1)c1c(CCc2cc(OC)ccc2)cccc1,CHEMBL521025,4.9208188,0,0,0.66862643,0,-0.84597296,0.060989257,-0.2754195,5.5599999,0.044018444,71.702812,0.01229913,0.01229913,0.032402139,3.8531513
O=C(/C=C/C=C/c1c(OC)cccc1)c1cc(OC)c(O)c(OC)c1,CHEMBL3233491,4.9200001,0,0,0.72550023,0,-0.78723216,0.050493941,-0.31094131,4.3369999,0.10327745,49.019615,0.10747264,0.07914564,0.051535118,3.5993474
Clc1c(OC)c(OC)cc(C2N(C(=O)C)N=C(c3cc4c(cc3)cccc4)C2)c1,CHEMBL3984719,4.9172144,0,0,0.76005238,0,-0.80783868,0.04341168,-0.30085486,5.25774,0.12445118,45.598869,0.081256762,0.07216166,0.058756933,3.5231183
O=C(Nc1cc(C)ccc1)c1c(OCc2nnn(CCN3Cc4c(cc(OC)c(OC)c4)CC3)c2)cccc1,CHEMBL4075139,4.9150662,0,0,0.72604489,0,-0.84667295,0.021870274,-0.31123498,3.5237401,0.087122552,107.60403,0.063987635,0.11338955,0.093106978,4.249723
FC1(F)[C@H]2[C@@H]1c1c(C(N3CCN(C[C@@H](O)COc4c5c(nccc5)ccc4)CC3)c3c2cccc3)cccc1.Cl.Cl.Cl,CHEMBL2074689,4.9115095,0,0,0.80008489,0,-0.85015357,0.11535665,-0.26381972,8.4139204,0.082003623,57.853775,0.086683564,0.24518169,0.076735228,4.0052981
Brc1cc(Nc2nc(-c3ccccc3)nc3c2cccc3)ccc1,CHEMBL2158551,4.9072795,0,0,0.82159632,0,-0.78332394,0.073136687,-0.25690827,5.5780001,0.11520464,61.274521,0.035836466,0.035836466,0.11745945,3.2425001
Clc1c(C(=O)N(NC(=O)c2c(-c3ccccc3)cccc2)C(C)(C)C)cccc1,CHEMBL3814102,4.90309,0,0,0.7304334,0,-0.85360533,0.062087387,-0.2366676,6.473,0.1380982,97.42482,0.1361903,0.20880812,0.082607113,3.4417448
O=[N+]([O-])c1cc([C@H]2C(C(=O)OC)=C(C)NC(C)=C2C(=O)O[C@@H]2CN(Cc3ccccc3)CC2)ccc1,CHEMBL2103761,4.8996296,0,0,0.75337219,0,-0.8524313,0.023710839,-0.2766664,4.487,0.10579844,50.613747,0.21202712,0.13719082,0.11449551,3.7624068
Brc1c(OC)c(OC)cc(C2N(C(=O)C)N=C(c3cc4c(cc3)cccc4)C2)c1,CHEMBL3923932,4.8996296,0,0,0.82274967,0,-0.80786008,0.045669712,-0.3017247,5.4637399,0.12628943,89.223717,0.078863077,0.070035897,0.057026055,3.5231183
Fc1cc(/C=C/C(=O)c2c(O)c(CC=C(C)C)c(OC)cc2OC)ccc1,CHEMBL4468201,4.898253,0,0,0.72560483,0,-0.79019356,0.009605419,-0.26072532,4.9619999,0.10633099,97.42482,0.1250852,0.10507827,0.048367418,3.5104983
O(C)c1cc(Nc2nc(-c3ncccc3)nc3c2cccc3)ccc1,CHEMBL4098216,4.8961964,0,0,0.72172564,0,-0.79022968,0.069454722,-0.34177011,3.85606,0.10204857,85.784325,0.06114734,0.06114734,0.13789332,3.3174014
O=C(O[C@@H]1[C@@H](OC(=O)C)C(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@]2(O)[C@@H]([C@@H](OC(=O)C)C1=C)[C@@H](OC(=O)c1ccccc1)[C@@](OC(=O)C)(C)C2)C(C)C,CHEMBL4458180,4.8894105,0,0,0.76229149,0,-0.7710188,0.033746704,-0.28756213,4.56148,0.063330136,82.96138,0.27750814,0.38571075,0.16096596,3.5448973
O=C(N1C(CC(C)C)c2[nH]c3c(c2CC1)cccc3)c1ccccc1,CHEMBL4593846,4.8894105,0,0,0.67872566,0,-0.85537809,0.062858284,-0.26386139,5.3000002,0.15332983,56.375877,0.079578526,0.17245871,0.07378976,3.2131534
Clc1c(C2(Cn3cncc3)OC(COc3ccc(N4CCN(C(=O)C)CC4)cc3)CO2)ccc(Cl)c1,CHEMBL157101,4.8860564,0,0,0.79736197,0,-0.84790081,0.059161883,-0.30917606,4.0300002,0.075891376,73.529427,0.08069364,0.086007155,0.079950109,4.0425887
O=[N+]([O-])c1cc(C2C(C(=O)OCCN(Cc3ccccc3)c3ccccc3)=C(C)NC(C)=C2P2(=O)OCC(C)(C)CO2)ccc1,CHEMBL2074922,4.8860564,0,0,0.75437146,0,-0.82687759,0.036849543,-0.26386139,6.3049998,0.095144004,66.422241,0.1753197,0.18509623,0.10716696,3.890662
[P-](F)(F)(F)(F)(F)F.O=C(N1CCCCC1)c1sc(C=2c3c(SC=4C=2C=CC(=[N+](C)C)C=4)cc2N(C)CCC(C)(C)c2c3)cc1,CHEMBL2205792,4.8860564,0,0,0.83501822,0,-0.84810251,-0.049279008,-0.2042788,9.1868,0.1492479,107.82742,0.20324531,0.25164291,0.065519877,3.4748662
O=C(/C=C/c1cc(OC)c(OC)c(OC)c1)c1cc2c(cc1)cccc2,CHEMBL2236206,4.8860564,0,0,0.71145564,0,-0.78683978,0.056097358,-0.29540926,4.76548,0.099989079,55.645233,0.05873799,0.05873799,0.023571115,3.5838256
O=[N+]([O-])c1c(C(=O)Nc2ccc(CCN3Cc4c(cc(OC)c(OC)c4)CC3)cc2)cc(OC)c(OC)c1,CHEMBL258574,4.8860564,0,0,0.75466281,0,-0.85058773,-0.057940569,-0.31727943,4.09448,0.090056129,85.302765,0.14800155,0.11038016,0.074267715,4.1687627
S=C(N1CCCCC1)c1sc(C=2c3c([Te]C=4C=2C=CC(=[N+](C)C)C=4)cc(N(C)C)cc3)cc1.[P-](F)(F)(F)(F)(F)F,CHEMBL522826,4.8860564,0,0,1.0518365,0,-0.84961075,-0.057519872,-0.23160987,7.3838,0.19360474,78.53521,0.35758162,0,0,3.405019
O(C)c1c(O)cc(C2=C(OC)C(=O)c3c(O)cc(OC)cc3O2)cc1,CHEMBL74898,4.8860564,0,0,0.79797691,0,-0.7878316,0.00300523,-0.37233272,2.8239999,0.091526888,61.274521,0.20810531,0.11168251,0.088785507,3.2687247
O=C1N(C)[C@H](C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C)C1C(C)CCCC1,CHEMBL2372459,4.8827286,0,0,0.69632185,0,-0.84025484,0.021178251,-0.32821888,6.71,0.030122006,89.703232,0.21350837,0.32859436,0.1618858,4.2683287
O=C(O[C@H]1C(=C)[C@H](OC(=O)C)CC(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@]2(OC(=O)C)[C@@H]1[C@@H](OC(=O)c1ccccc1)[C@@H](C)C2)C,CHEMBL4454725,4.8827286,0,0,0.74716681,0,-0.77445394,0.037786324,-0.2794404,5.2509999,0.080610208,72.915016,0.24485254,0.35106573,0.13943246,3.4684999
OCC12[C@@H](c3ccccc3)C3C4N(Cc5ccccc5)C1C1[C@@H](c5ccccc5)C4(CO)C3N(Cc3ccccc3)C21,CHEMBL379683,4.8761482,0,0,0.69413775,0,-0.85453051,0.079346724,-0.28320885,5.342,0.076837726,8.8341589,0.070596211,0.030309949,0.11631631,3.479913
O=C(O[C@@H]1[C@@H](O)C(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@]2(OC(=O)C)[C@H]([C@@H](OC(=O)c3ccccc3)[C@@H](C)C2)[C@@H](OC(=O)C)C1=C)C,CHEMBL4465946,4.8761482,0,0,0.75910026,0,-0.77458954,0.048604079,-0.29262149,4.5900002,0.073131941,72.915016,0.26992339,0.35787445,0.16160873,3.4672341
O=C(c1c(OCC(O)CN2CCOCC2)cccc1)c1ccccc1,CHEMBL2057229,4.8738685,0,0,0.71980041,0,-0.84285325,0.068221428,-0.31130204,2.2449999,0.096553452,24.509808,0.10432266,0.074948281,0.053440586,3.5646114
Fc1ccc(C2N(C(=O)c3ccccc3)CCc3c4c([nH]c23)cccc4)cc1,CHEMBL4555019,4.8728952,0,0,0.7260285,0,-0.85430145,0.074635848,-0.26386139,5.4860001,0.13812257,74.392914,0.11356275,0.059683561,0.072782755,3.2669945
O(C)c1c(O)c2C(=O)C(OC)=C(c3ccc(O)cc3)Oc2cc1OC,CHEMBL165509,4.8538718,0,0,0.79797691,0,-0.78147757,0.030551013,-0.35560599,2.4997399,0.089433454,49.019615,0.20810531,0.11168251,0.088785507,3.2343729
S=C(N(CC)CC)c1sc(C=2c3c(SC=4C=2C=CC(=[N+](C)C)C=4)cc(N(C)C)cc3)cc1.[P-](F)(F)(F)(F)(F)F,CHEMBL2205785,4.8538718,0,0,0.8591615,0,-0.85302293,-0.053131253,-0.16503638,8.0438004,0.16616398,124.92797,0.16762082,0.29313987,0.038962375,3.3450222
O=[N+]([O-])c1c(C(=O)Nc2ccc(CCN3Cc4c(cccc4)CC3)cc2)cccc1,CHEMBL258456,4.8538718,0,0,0.72892094,0,-0.85075337,0.07542453,-0.27204651,4.6230001,0.13262559,60.792957,0.17105725,0.12110302,0.098613769,3.9193578
Fc1ccc(-c2n(CC[C@H]3OC(=O)C[C@H](O)C3)c(C(C)C)c(C(=O)Nc3ccccc3)c2-c2ccccc2)cc1,CHEMBL333687,4.8538718,0,0,0.72613943,0,-0.86417413,0.081467248,-0.26386139,7.2529998,0.089803874,86.64782,0.16672851,0.16864234,0.088865332,3.5636795
S=C(N1CCOCC1)c1sc(C=2c3c([Se]C=4C=2C=CC(=[N+](C)C)C=4)c2c4N(CCC2)CCCc4c3)cc1.[P-](F)(F)(F)(F)(F)F,CHEMBL452133,4.8538718,0,0,0.99840182,0,-0.84147298,-0.029987026,-0.24423154,6.6697998,0.1700145,67.143791,0.2954272,0,0,3.4653058
O=C(OC)c1c(NC(=O)c2cnccc2)cc(C(=O)Nc2ccc(CCN3Cc4c(cc(OC)c(OC)c4)CC3)cc2)cc1,CHEMBL456361,4.8538718,0,0,0.73822403,0,-0.85058844,0.078874342,-0.31543502,4.1217399,0.082250565,134.32239,0.16000207,0.091447815,0.11992718,4.3626761
O(CCCN1CCN(c2c(OC)cccc2)CC1)c1c(CCc2cc(OC)ccc2)cccc1,CHEMBL456647,4.8538718,0,0,0.67595541,0,-0.85375601,0.036792416,-0.32012922,5.441,0.04063065,91.79554,0.014973771,0.014973771,0.052598,4.1352816
O=C(Nc1cc(N)ccc1)Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1,CHEMBL474756,4.8538718,0,0,0.71106267,0,-0.85057729,0.075098991,-0.31015199,3.4267399,0.12052075,109.81258,0.093047939,0.055255409,0.14108682,4.115787
S=C(N1CCCCC1)c1sc(C=2c3c([Te]C=4C=2C=CC(=[N+](C)C)C=4)c2c4N(CCC2)CCCc4c3)cc1.[P-](F)(F)(F)(F)(F)F,CHEMBL508580,4.8538718,0,0,1.0338184,0,-0.84959841,-0.023083385,-0.2471095,8.0777998,0.19017197,67.143791,0.35217601,0,0,3.4653058
Fc1c(NC(=O)c2cc(OC)c(O)c(O)c2)ccc(-c2ccccc2)c1,CHEMBL1945980,4.850781,0,0,0.77490503,0,-0.79964203,0.093135335,-0.30181754,4.4169998,0.1110478,53.436695,0.22950763,0.094307564,0.12542658,3.5935111
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/C)C)C(=O)N[C@@H]([C@H](O)C)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372492,4.850781,0,0,0.70728487,0,-0.83992821,0.036115106,-0.34211615,3.908,0.027818678,118.49728,0.23682028,0.35314372,0.18080734,4.2976418
O=C(O[C@H]1[C@@H](C)C[C@]2(OC(=O)C)C(=O)[C@@H](C)/C=C/C(C)(C)C(=O)C[C@@H](OC(=O)C)C(=C)[C@H](OC(=O)c3ccccc3)[C@@H]12)C,CHEMBL4456652,4.8477116,0,0,0.74716681,0,-0.77446109,0.036495611,-0.27483276,5.2509999,0.080689617,72.915016,0.24485254,0.35106573,0.13943246,3.3539996
Clc1c(Cl)ccc(C2N(C(=O)c3cc(OC)c(OC)cc3)CCc3c4c([nH]c23)cccc4)c1,CHEMBL4568684,4.8446641,0,0,0.79023314,0,-0.85429645,0.04847471,-0.30043206,6.2507401,0.1120494,86.64782,0.072818629,0.058129095,0.056842312,3.4925168
O(CCN1CCN(C=2n3nc4nc(C)cc(C)c4c3N=C(CCC)C=2)CC1)c1c2c(ccc1)cccc2,CHEMBL4528126,4.8386321,0,0,0.69855452,0,-0.84787643,0.019348713,-0.31078753,4.9765301,0.078384124,87.378456,0.027881168,0.08450976,0.089007154,3.9732065
O=C(/C=C/c1cc(OC)ccc1)c1ccc(Nc2nc(-c3cc(OC)c(OC)cc3)nc3c2cccc3)cc1,CHEMBL3809957,4.8356471,0,0,0.72109026,0,-0.78895873,0.060613606,-0.32467404,6.59374,0.067596458,149.26738,0.0634012,0.0634012,0.089823969,4.1313949
O=C(N(CCC)[C@@H]1[C@@H]2N3[C@H]([C@@]4(OC(=O)C=C4C1)C2)CCCC3)CCCCCCC(=O)N(CCC)[C@@H]1[C@@H]2N3[C@H]([C@@]4(OC(=O)C=C4C1)C2)CCCC3,CHEMBL4474330,4.8356471,0,0,0.71543628,0,-0.84720314,0.015053713,-0.33923542,5.204,0.078982055,135.21748,0.17450234,0.15409099,0.093818128,4.247148
O=C(Nc1cc(Nc2nc(-c3sccc3)nc3c2cccc3)ccc1)C,CHEMBL1307612,4.8326826,0,0,0.7592684,0,-0.81392235,0.074338906,-0.29617602,3.6010001,0.11506862,65.459122,0.11246318,0.074294373,0.17469339,3.4103744
O=C1N(C)[C@@H](Cc2ccccc2)[C@H](O)CC(=O)O[C@H](CCCCCCC)[C@H](C)C(=O)O[C@H]1C(C)C,CHEMBL269137,4.8297381,0,0,0.69582617,0,-0.8435657,0.058446147,-0.29258361,5.4899998,0.088559791,19.611166,0.19862905,0.24035057,0.11364265,3.6803291
O=C(/C=C/c1ccc(N2CCNCC2)cc1)c1c(O)c(CC=C(C)C)c(OC)cc1OC,CHEMBL4468487,4.8285661,0,0,0.69807369,0,-0.84463573,0.012836265,-0.2963126,3.944,0.088338673,97.42482,0.078345686,0.087157294,0.11449949,3.8589988
O=C(/C=C/c1cc(OC)c(OC)cc1)c1ccc(Nc2nc(-c3cc(OC)c(OC)cc3)nc3c2cccc3)cc1,CHEMBL3809529,4.8268137,0,0,0.72736299,0,-0.78495216,0.050271425,-0.30686012,6.29948,0.061440874,149.26738,0.064243458,0.064243458,0.084521838,4.2052402
O(C)c1cc2C(=O)C=C(c3ccccc3)Oc2cc1,CHEMBL137586,4.8239088,0,0,0.732777,0,-0.78881413,0.067788549,-0.29046154,3.3789999,0.14625522,36.764713,0.076343112,0.066052377,0.034765512,3.1015522
O(C)c1c(C)c2OC(c3ccccc3)CC(=O)c2c(OC)c1,CHEMBL1685068,4.8239088,0,0,0.7282117,0,-0.79025429,0.032379352,-0.26386139,3.473,0.10224371,33.211121,0.071647368,0.071647368,0.045424011,3.0794537
Clc1ccc(C(=O)n2c(C)c(CC(=O)O)c3c2c(OC)ccc3)cc1,CHEMBL2170686,4.8239088,0,0,0.79430062,0,-0.80228031,0.055798095,-0.33103031,4.3340001,0.13723071,82.230736,0.22160752,0.12964949,0.11165193,3.184243
Clc1ccc(C(=O)n2c3c(C)cccc3c(CC(=O)O)c2)cc1,CHEMBL2170689,4.8239088,0,0,0.78911585,0,-0.80839533,0.08203245,-0.26518822,4.4180002,0.15944561,72.184372,0.23667479,0.16771421,0.12333957,3.1898253
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/C)C)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N[C@@H]([C@H](CC)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372489,4.8239088,0,0,0.70140076,0,-0.83981633,0.030717496,-0.33771729,5.0949998,0.02868874,99.749596,0.22540928,0.35007575,0.17462809,4.2963591
O=C1C(C(C=C)(C)C)=Cc2c(O1)cc1OC(C)(C)C=Cc1c2,CHEMBL3596581,4.8239088,0,0,0.69987833,0,-0.78106719,-0.05361281,-0.28596053,5.5799999,0.20996574,62.005161,0.10635064,0.44855124,0.04699881,3.1841729
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1cc(OC)cc(NC(=O)c2cnc3c(c2)cccc3)c1,CHEMBL453516,4.8239088,0,0,0.72389168,0,-0.85058874,0.062076729,-0.37312832,5.6837401,0.074696437,134.32239,0.10941649,0.06680353,0.10370456,4.4570894
O=C(Nc1c(C)ccc(C(=O)Nc2ccc(CCN3Cc4c(cc(OC)c(OC)c4)CC3)cc2)c1)c1cnc2c(c1)cccc2,CHEMBL500094,4.8239088,0,0,0.71404809,0,-0.85058832,0.068657577,-0.31658775,5.9497399,0.079427749,143.0237,0.10796213,0.064270586,0.10632944,4.4597721
O(CO[C@H]1[C@H](Cc2ccccc2)N(C)C(=O)COC(=O)[C@@H](C)[C@@H](CCCCCCC)OC(=O)C1)C,CHEMBL39858,4.821023,0,0,0.71036732,0,-0.843238,0.043922164,-0.27274361,4.6960001,0.083254091,19.611166,0.17369448,0.16460472,0.12448995,3.7060483
O=C(N(NC(=O)c1ccc(CCC)cc1)C(C)(C)C)c1cc(C)cc(C)c1,CHEMBL3814074,4.8181562,0,0,0.66843832,0,-0.85373998,-0.11999171,-0.17534,5.8470001,0.14470132,158.08493,0.13681871,0.25484473,0.082988277,3.5449381
Fc1c(N2CCN(Cc3nc(-c4cc5OCOc5cc4)sc3)CC2)cccc1,CHEMBL4538822,4.8124795,0,0,0.78208721,0,-0.84409612,0.048477679,-0.33468476,3.5580001,0.087667242,51.228157,0.061903052,0.029282587,0.19024995,3.8001478
O=C1N(C)[C@@H](C(C(C/C=C/C)C)C)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H]1C(C)C,CHEMBL2021596,4.8096681,0,0,0.6913982,0,-0.8402378,0.021766067,-0.31734598,6.665,0.029711058,108.45091,0.20679519,0.3488737,0.15679576,4.2990451
S(CC(=O)N1CCN(Cc2ccccc2)CC1)c1n(c(-c2cnccc2)nn1)-c1c(C)cccc1,CHEMBL4567023,4.8068752,0,0,0.73250473,0,-0.8519752,0.067421511,-0.28531018,4.2740002,0.094762601,59.92947,0.065498784,0.11768207,0.079960726,3.9444525
O=C(N1CCN(Cc2ccccc2)CC1)C=1Oc2c(c(OCc3ccccc3)ccc2)C(=O)C=1,CHEMBL2011285,4.801343,0,0,0.72272962,0,-0.84935659,0.065759502,-0.29788935,3.977,0.10730635,28.926888,0.1004403,0.066017985,0.11037673,4.0189838
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/CO)C)C(=O)N[C@@H]([C@H](O)C)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@](O)(C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372498,4.801343,0,0,0.71296579,0,-0.83992893,0.039800249,-0.3437781,4.4879999,0.028500624,89.703232,0.24963099,0.35878187,0.1938927,4.3273177
O=C(OCC)c1nc([C@@H](NC(=O)c2nc([C@@H](NC(=O)c3cc(OC)c(OC)cc3)C(C)C)sc2)C(C)C)sc1,CHEMBL3263829,4.7958798,0,0,0.78294635,0,-0.82604998,0.033738621,-0.28440899,4.1447401,0.087144509,55.51239,0.17507903,0.26767537,0.11177879,4.0930519
O=C(OC1C(C)(C)Oc2c(C1OC(=O)/C(=C/C)/C)c1OC(=O)C=Cc1cc2)/C(=C/C)/C,CHEMBL3596578,4.7958798,0,0,0.74913061,0,-0.77861881,-0.076716304,-0.30016676,3.97574,0.11656344,149.25078,0.22194552,0.26378712,0.11473994,3.2600133
O(C)c1cc(OC)cc(-c2cc3c(cc(O)cc3)cc2)c1,CHEMBL362997,4.7958798,0,0,0.71046197,0,-0.7927652,-0.056454606,-0.36249471,4.8769999,0.15221727,82.363579,0.082034566,0.045369308,0.036665257,3.2166657
O(C)c1cc(OC)cc(-c2c(-c3ccc(OC)cc3)cccc2)c1,CHEMBL379687,4.7958798,0,0,0.69035834,0,-0.79276472,-0.005093039,-0.32187796,5.803,0.051287107,70.108681,0.022300169,0.022300169,0,3.3096354
O(C)c1c(OC)ccc(C2=C(OC)C(=O)c3c(O)cc(OC)cc3O2)c1,CHEMBL77966,4.7958798,0,0,0.78231531,0,-0.78783178,-0.073696285,-0.37080389,2.83974,0.091986842,61.274521,0.15037148,0.08955989,0.053658798,3.2989924
O=C1N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H]([C@H](O)[C@@H](C/C=C/C)C)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@H]1CC(C)C,CHEMBL2372477,4.7931743,0,0,0.7025817,0,-0.84020674,0.031119134,-0.33839557,4.3200002,0.029058788,127.19859,0.22671403,0.33846071,0.16941951,4.2987523
Ic1c(OC)c(OC)cc(C2N(C(=O)C)N=C(c3cc4c(cc3)cccc4)C2)c1,CHEMBL3895919,4.7878122,0,0,0.90219051,0,-0.80786443,0.046162952,-0.30964097,5.8557401,0.12665384,92.588882,0.078052148,0.069315739,0.056439668,3.5231183
O=C(/C=C/c1ccc(N2CCNCC2)cc1)c1c(OC)cc(OC)cc1O,CHEMBL4586077,4.7793689,0,0,0.72366279,0,-0.84463531,0.035956074,-0.37192011,2.911,0.098352619,63.483059,0.095588557,0.068773575,0.13969934,3.7299337
