mol,name,pIC50,ast_fraglike,b_triple,density,FCharge,GCUT_PEOE_0,GCUT_PEOE_2,GCUT_SLOGP_1,logP(o/w),PEOE_RPC+,PEOE_VSA-0,PEOE_VSA_FPOL,Q_VSA_FPNEG,Q_VSA_FPPOS,VDistEq
O=C(/C=C/c1ccc(OC)cc1)c1cc(Nc2ncnc3c2cccc3)ccc1,CHEMBL3810064,5.1499667,0,0,0.71614021,0,-0.78922981,0.075317807,-0.29492924,4.901,0.093782969,87.992867,0.072769627,0.072769627,0.1483345,3.8255761
O=C(O[C@H]1C(C)=C2[C@H](OCOCCOC)/C=C\COC(=O)/C=C/[C@@H](OC)[C@@H](C2(C)C)C1)c1ccccc1,CHEMBL1688197,5.1426673,0,0,0.72321087,0,-0.81148642,0.019414324,-0.25192434,4.3757401,0.09004306,68.630783,0.1310178,0.22119039,0.14696358,3.6440971
O=C(Nc1c(N)cc(-c2ccccc2)cc1)c1cc(OC)c(OC)c(OC)c1,CHEMBL1944865,5.1426673,0,0,0.72682941,0,-0.80824625,0.034157962,-0.29983577,3.6234801,0.10669548,53.436695,0.1044796,0.071331553,0.099336579,3.6601408
O=C(Nc1cc(Nc2nc(-c3cnccc3)ccn2)c(C)cc1)c1ccc(CN2CCN(C)CC2)cc1,CHEMBL941,5.1399999,0,0,0.70752835,0,-0.85950398,0.080240354,-0.30148888,2.8269999,0.095979288,132.18777,0.11667721,0.060551144,0.12891248,4.1789112
O=C(O[C@@H]1[C@@H](OC(=O)c2ccccc2)C(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@]2(OC(=O)C)[C@H]([C@@H](OC(=O)C)[C@@H](C)C2)[C@@H](OC(=O)c2ccccc2)C1=C)C,CHEMBL4471422,5.1366773,0,0,0.75464511,0,-0.774324,0.058460351,-0.27318561,6.5927401,0.065775819,97.42482,0.25102425,0.32100531,0.14583962,3.5717924
O=C(N1C(c2cc(OC)c(OC)cc2)c2[nH]c3c(c2CC1)cccc3)c1ccccc1,CHEMBL4550890,5.1348958,0,0,0.71457738,0,-0.8543126,0.058587637,-0.30810332,5.0317402,0.11208156,74.392914,0.079225853,0.063243806,0.061843805,3.3535612
O=C(Nc1ccc(C2N(C(=O)c3ccccc3)CCc3c4c([nH]c23)cccc4)cc1)C,CHEMBL4576040,5.1307683,0,0,0.71415186,0,-0.85432076,0.079091124,-0.28025427,4.6240001,0.11258522,74.392914,0.13593385,0.086625375,0.11802334,3.4845548
O=C1N(C)[C@@H](C(C)C)C(=O)NCCCCCCCC(=O)N[C@@H]([C@H](CC)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(O)(C)C)C(=O)O[C@@H]1[C@H](CC)C,CHEMBL1790692,5.1295962,0,0,0.69479996,0,-0.84276891,0.024945611,-0.29401129,6.1500001,0.050118804,63.599297,0.21588582,0.34253109,0.15459637,3.9589036
O=C(C(CC(N(C)C)C)(c1ccccc1)c1ccccc1)CC,CHEMBL651,5.124939,0,0,0.64097059,0,-0.86223054,0.05910765,-0.26386139,5.2410002,0.10480943,78.343445,0.036798805,0.1385009,0.022942819,2.8367078
O=C1N(C)[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N2[C@H](C(=O)N[C@@H]([C@H](CC)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(O)(C)C)C(=O)O[C@@H]1[C@H](CC)C)CCC2,CHEMBL2369624,5.1220531,0,0,0.71036774,0,-0.84093881,0.051402874,-0.31184998,6.9499998,0.0386457,68.016373,0.22082686,0.30216947,0.16309994,4.0935569
O=C(/C=C/c1cc(OC)ccc1)c1ccc(Nc2ncnc3c2cc(OC)c(OC)c3)cc1,CHEMBL3809541,5.1220531,0,0,0.73238498,0,-0.78895926,0.062431324,-0.33460459,4.6367402,0.074798733,112.50268,0.073482201,0.073482201,0.12676507,4.0029726
Brc1c(Oc2c(C)cc(C#N)cc2C)nc(Nc2ccc(C#N)cc2)nc1N,CHEMBL308954,5.1191864,0,2,0.85184222,0,-0.78349084,0.10880985,-0.30003089,3.8069999,0.10582109,159.06671,0.077708617,0.13596545,0.26939967,3.6458654
O(C)c1c(OC)ccc2C(C#N)(CCCN(CCc3cc(OC)c(OC)cc3)C)CCc12,CHEMBL2074952,5.1174755,0,1,0.69228745,0,-0.86105269,-0.10712895,-0.30061042,4.3474798,0.047501747,123.32791,0.020525329,0.056887742,0.041602898,3.9256325
O(C)c1c(OC)ccc2[C@](C#N)(CCCN(CCc3cc(OC)c(OC)cc3)C)CCc12,CHEMBL2074951,5.1163387,0,1,0.69228745,0,-0.86105269,-0.10712895,-0.30061042,4.3474798,0.047501747,123.32791,0.020525329,0.056887742,0.041602898,3.9256325
O=C(Nc1ccc(C)cc1)c1c(OCc2nnn(CCN3Cc4c(cc(OC)c(OC)c4)CC3)c2)cccc1,CHEMBL4074079,5.1163387,0,0,0.72604489,0,-0.84667265,0.021872304,-0.31114388,3.4867401,0.087127402,105.39549,0.063987635,0.11338955,0.093106978,4.2654104
O=C(Nc1c(-c2nn(-c3c(OC)cccc3)nn2)cccc1)c1ccc(OC)cc1,CHEMBL3426400,5.1118207,0,0,0.75576591,0,-0.80598712,0.06314376,-0.35077766,3.3169999,0.11514571,111.19874,0.10899898,0.12899585,0.086124651,3.733288
O=C(Nc1c(-c2nn(-c3c(OC)cccc3)nn2)cccc1)c1ccc(OC)cc1,CHEMBL3426400,5.1118207,0,0,0.75576591,0,-0.80598712,0.06314376,-0.35077766,3.3169999,0.11514571,111.19874,0.10899898,0.12899585,0.086124651,3.733288
O(CCN1CCN(C)CC1)c1c(CCc2cc(OC)ccc2)cccc1,CHEMBL487960,5.1101384,0,0,0.66713452,0,-0.85971367,-0.011978739,-0.31292093,3.391,0.044191018,81.823105,0.01255348,0.01255348,0,3.7379713
O=C(O[C@@H]1[C@@H](OC(=O)c2ccccc2)C(=C)[C@H](OC(=O)C)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@](O)(C)C[C@]2(O)C(=O)[C@@H](C)/C=C/C(C)(C)C1=O)C,CHEMBL4519411,5.1079054,0,0,0.7622655,0,-0.78852969,0.062825002,-0.27797467,5.0377402,0.063657477,107.47119,0.26989716,0.33435953,0.16085802,3.6236494
O=C(Nc1cc(OC)c(OC)cc1)c1c(OCc2nnn(CCN3Cc4c(cc(OC)c(OC)c4)CC3)c2)cccc1,CHEMBL4065461,5.1067934,0,0,0.74262434,0,-0.84667301,-0.021576174,-0.32669854,2.88748,0.075023897,98.902718,0.067402788,0.11278911,0.085538849,4.3453584
O=C(/C=C/c1cc(OC)ccc1)c1c(O)c(CC=C(C)C)c(OC)cc1OC,CHEMBL4449801,5.1045775,0,0,0.70505744,0,-0.79019964,-0.035696793,-0.27618444,4.7649999,0.098905273,97.42482,0.094122179,0.10406852,0.045133322,3.5770895
O=C(N1C(c2ccccc2)c2[nH]c3c(c2CC1)cccc3)c1ccccc1,CHEMBL4581843,5.1001797,0,0,0.69504917,0,-0.85432529,0.074252032,-0.26386139,5.3330002,0.14335996,49.883102,0.079525135,0.060468737,0.073740259,3.2222152
O(C)c1c(OC)c2O[C@@H](c3ccccc3)C[C@H](O)c2c2O[C@@]34[C@](OC)(C(OC)=C(OC)C(=O)C3=CC[C@H](c3ccccc3)O4)c12,CHEMBL1685072,5.09691,0,0,0.76666218,0,-0.78716606,0.058456428,-0.28190458,5.33922,0.060299706,13.118393,0.11022832,0.096486919,0.06227275,3.6004808
O(C)[C@@H]1[C@]2(OC)[C@@](OC)(c3c(OC)c(OC)c4O[C@H](c5ccccc5)C[C@@H](O)c4c3O2)C=2O[C@H](c3ccccc3)C[C@@H](OC)C=2C1=O,CHEMBL1685074,5.09691,0,0,0.76739174,0,-0.80729532,0.058433704,-0.28016812,5.1572199,0.056353323,4.4170794,0.093829662,0.074431673,0.075360812,3.6565998
[P-](F)(F)(F)(F)(F)F.O=C(N(CC)CC)c1sc(C=2c3c(SC=4C=2C=CC(=[N+](C)C)C=4)cc2N(C)CCC(C)(C)c2c3)cc1,CHEMBL2205790,5.09691,0,0,0.83099216,0,-0.85214239,-0.061166842,-0.15537181,8.8948002,0.15036784,119.21883,0.19956918,0.30662611,0.06433481,3.4188788
O=C1N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372481,5.09691,0,0,0.69710648,0,-0.84029049,-0.013576812,-0.32891208,5.9619999,0.03057663,89.703232,0.21738657,0.34850928,0.16482633,4.2556038
O(C)c1cc(OC)cc(/C=C/c2ccc(OC)cc2)c1,CHEMBL296411,5.09691,0,0,0.68948525,0,-0.79278064,-0.057847217,-0.32719988,4.4889998,0.055762798,65.691597,0.025090422,0.025090422,0,3.3753622
O=C(O[C@@H]1[C@@H](OC(=O)c2ccccc2)C(=C)[C@H](OC(=O)C)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](C)C[C@]2(OC(=O)C)C(=O)[C@@H](C)/C=C/C(C)(C)C1=O)C,CHEMBL4583161,5.09691,0,0,0.75464511,0,-0.77431381,0.058705825,-0.27064458,6.5927401,0.065755241,97.42482,0.25102425,0.32100531,0.14583962,3.6208401
O(C)c1ccc(Nc2nc(-c3[nH]ccc3)nc3c2cccc3)cc1,CHEMBL4448170,5.0952845,0,0,0.72329634,0,-0.85705775,0.075558878,-0.32461748,3.9860599,0.098344579,98.03923,0.045838118,0.12138395,0.15012436,3.3404064
O=C1N(C)[C@@H](CC2CCCCC2)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372476,5.0915151,0,0,0.69632185,0,-0.8403098,0.03097719,-0.32240051,6.7940001,0.030100832,89.703232,0.21371838,0.31520668,0.16204505,4.2867413
O=C(Nc1c(-c2nn(-c3ccccc3)nn2)cccc1)c1ccc(CCC)cc1,CHEMBL3883513,5.0893755,0,0,0.71773428,0,-0.80599445,0.081329957,-0.31587824,4.6220002,0.13816309,97.598778,0.099494815,0.16945255,0.089017361,3.7568939
O[C@@H]1CC=2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H]([C@@H](CCCC(C)C)C)CC4)CC3)CC=2)CC1,CHEMBL112570,5.0861859,0,0,0.62312889,0,-0.80962843,-0.014328266,-0.25724113,7.2729998,0.1364287,69.610504,0.043193229,0.27687216,0.024648543,3.5490704
O=C(/C=C/c1cc(OC)ccc1)c1cc(Nc2nc(-c3cc(OC)c(OC)cc3)nc3c2cccc3)ccc1,CHEMBL3810065,5.0840726,0,0,0.72109026,0,-0.78897065,0.060707938,-0.3305839,6.6307402,0.067564458,124.75758,0.0634012,0.0634012,0.089823969,4.0470996
Fc1c(F)ccc(C2N(C(=O)c3ccc(OC)cc3)CCc3c4c([nH]c23)cccc4)c1,CHEMBL4575544,5.0840726,0,0,0.76296562,0,-0.85428172,0.06528613,-0.27945119,5.6300001,0.11596212,98.902718,0.14081049,0.06052525,0.065693304,3.4505711
Fc1ccc(NC(=O)c2c(OCc3nnn(CCN4Cc5c(cc(OC)c(OC)c5)CC4)c3)cccc2)cc1,CHEMBL4102336,5.0814457,0,0,0.75357193,0,-0.84667265,0.02204106,-0.31123948,3.3417399,0.085805483,111.15762,0.088414975,0.11617976,0.095398083,4.2654104
O=C(Nc1ccc(OC)cc1)c1c(OCc2nnn(CCN3Cc4c(cc(OC)c(OC)c4)CC3)c2)cccc1,CHEMBL4100840,5.076756,0,0,0.73724455,0,-0.84667301,0.001662799,-0.32226974,3.1447401,0.081651568,111.15762,0.066799849,0.11485147,0.090562113,4.3111525
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/C)C)C(=O)N[C@@H]([C@H](O)C)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]([C@H](CC)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372461,5.0757208,0,0,0.70292497,0,-0.84001863,0.03354568,-0.3410598,4.5469999,0.027690342,118.49728,0.22936277,0.3420701,0.16916716,4.3015323
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1c(N)cccc1,CHEMBL429515,5.070581,0,0,0.70544922,0,-0.85058707,0.061259419,-0.28925386,3.75174,0.10425441,97.557671,0.086338148,0.057155665,0.11718237,4.0256004
O=C(/C=C/c1c(C)cc(C)cc1C)c1c(OC)cccc1,CHEMBL3233218,5.0700002,0,0,0.66629261,0,-0.78623772,0.008890029,-0.22529028,4.9829998,0.14713812,101.8419,0.052073028,0.052073028,0.027407726,3.2574174
O=C(Nc1c(-c2nn(-c3cnc(OC)cc3)nn2)cccc1)c1ccc(OC)cc1,CHEMBL4202709,5.0680337,0,0,0.77079636,0,-0.8059777,0.06825579,-0.35826871,2.6865301,0.11135893,111.19874,0.12403896,0.14413066,0.11962839,3.808573
O(C)c1c(OC)cc(C(C#N)(C(C)C)CCCNCCc2cc(OC)c(OC)cc2)cc1OC,CHEMBL2074971,5.0655017,0,1,0.69118261,0,-0.85156924,-0.10203316,-0.32042548,4.82622,0.050364353,105.92529,0.023432421,0.12570722,0.053543653,3.9451294
O=C(Nc1cc(OC)ccc1)c1c(OCc2nnn(CCN3Cc4c(cc(OC)c(OC)c4)CC3)c2)cccc1,CHEMBL4071352,5.0589857,0,0,0.73724455,0,-0.84667265,0.001657051,-0.34196752,3.18174,0.081549436,98.902718,0.066799849,0.11485147,0.090562113,4.2856483
Fc1c(F)ccc(C2N(C(=O)c3ccccc3)CCc3c4c([nH]c23)cccc4)c1,CHEMBL4521174,5.0574961,0,0,0.75662863,0,-0.85428208,0.066892214,-0.26166856,5.6739998,0.12890893,74.392914,0.14672774,0.058918517,0.071849801,3.273212
S=C(N(CC)CC)c1sc(C=2c3c(SC=4C=2C=CC(=[N+](C)C)C=4)cc2N(C)CCC(C)(C)c2c3)cc1.[P-](F)(F)(F)(F)(F)F,CHEMBL2205791,5.0555172,0,0,0.83709091,0,-0.85301811,-0.061166842,-0.13587505,9.1548004,0.16014971,112.59914,0.15415169,0.32786608,0.056337226,3.4188788
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/C)C)C(=O)N[C@@H](CCC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372460,5.0555172,0,0,0.69959301,0,-0.83991963,0.034657709,-0.32085747,5.5370002,0.028511398,108.45091,0.22262393,0.34574991,0.17247024,4.2994967
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372468,5.0555172,0,0,0.69959301,0,-0.83990371,0.034655146,-0.30775252,5.4530001,0.0285274,99.749596,0.22240941,0.35884747,0.17230405,4.2976418
O=[N+]([O-])c1cc(/C=C/C(=O)c2c(O)c(CC=C(C)C)c(OC)cc2OC)ccc1,CHEMBL4464596,5.0540395,0,0,0.74808651,0,-0.79019284,0.012874221,-0.26368359,4.744,0.11802971,72.915016,0.18758491,0.18137157,0.055357412,3.6197748
O=C(O)CC[C@@H]1C(=O)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]([C@H](CC)C)NC(=O)[C@H]2N(C(=O)[C@H](Cc3ccccc3)N(C)C(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@H](CC)C)OC(=O)[C@H](C(O)(C)C)N(C)C(=O)N1)CCC2,CHEMBL1790687,5.0476918,0,0,0.73259455,0,-0.84098744,0.050047066,-0.32174659,5.0479999,0.038160104,68.016373,0.27163938,0.28476322,0.18886803,4.1835437
S=C(N1CCCCC1)c1sc(C=2c3c([Se]C=4C=2C=CC(=[N+](C)C)C=4)cc(N(C)C)cc3)cc1.[P-](F)(F)(F)(F)(F)F,CHEMBL492602,5.0457573,0,0,0.99557614,0,-0.84960938,-0.054991279,-0.2478414,7.3838,0.19622202,78.53521,0.29519445,0,0,3.405019
S=C(N1CCCCC1)c1sc(C=2c3c([Se]C=4C=2C=CC(=[N+](C)C)C=4)cc(N(C)C)cc3)cc1.[P-](F)(F)(F)(F)(F)F,CHEMBL492602,5.0457573,0,0,0.99557614,0,-0.84960938,-0.054991279,-0.2478414,7.3838,0.19622202,78.53521,0.29519445,0,0,3.405019
O=[N+]([O-])c1c(NC(=O)c2cc(OC)c(O)c(O)c2)ccc(-c2cc(C(=O)C)ccc2)c1,CHEMBL1945975,5.0409584,0,0,0.80182874,0,-0.79108196,0.11899388,-0.31803527,4.0890002,0.10504801,72.184372,0.29916435,0.19831318,0.1369047,3.7185271
S(C[C@H](NC(=O)c1c(C)c(O)ccc1)[C@H](O)CN1[C@H](C(=O)NC(C)(C)C)C[C@H]2[C@@H](C1)CCCC2)c1ccccc1,CHEMBL584,5.0409584,0,0,0.71250707,0,-0.84343415,0.060498346,-0.28589189,5.362,0.077133812,152.3228,0.15344007,0.20394586,0.12015489,3.7250931
O=C(N1C(c2ccccc2)c2n(CC)c3c(c2CC1)cccc3)c1ccccc1,CHEMBL4549093,5.0347981,0,0,0.6824438,0,-0.86427224,0.071352057,-0.26386139,6.0640001,0.14078538,68.630783,0.069841295,0.1027588,0.042393681,3.2155011
O=C(OC[C@@H]1[C@@H](N=[N+]=[N-])C[C@H](N2C(=O)NC(=O)C(C)=C2)O1)CCCCCCCCCCC(=O)OC[C@@H]1[C@@H](N=[N+]=[N-])C[C@H](N2C(=O)NC(=O)C(C)=C2)O1,CHEMBL2063071,5.031517,0,0,0.80392396,0,-0.80340916,0.090404272,-0.28021103,0.198,0.071440667,97.859886,0.2558153,0.21588178,0.21454811,4.7780361
S=C(N1CCCCC1)c1sc(C=2c3c(SC=4C=2C=CC(=[N+](C)C)C=4)cc2N(C)CCC(C)(C)c2c3)cc1.[P-](F)(F)(F)(F)(F)F,CHEMBL2205793,5.031517,0,0,0.84097338,0,-0.84959275,-0.049278773,-0.1974293,9.4468002,0.15884061,103.61711,0.15693037,0.2744441,0.057352737,3.4748662
Clc1cc(/C=C/C(=O)c2c(O)c(CC=C(C)C)c(OC)cc2OC)ccc1,CHEMBL4456141,5.0273342,0,0,0.73928177,0,-0.79019409,0.017930053,-0.2563,5.401,0.11096036,97.42482,0.091321588,0.10163096,0.046780627,3.5104983
O=[N+]([O-])c1cc(C(=O)Nc2c(-c3nn(-c4ccccc4)nn3)cccc2)ccc1,CHEMBL3884853,5.0268722,0,0,0.79685134,0,-0.80558914,0.081773043,-0.34190041,3.3789999,0.13136733,74.434021,0.21993811,0.22319463,0.10618398,3.6689003
O=C(OC)c1c(NC(=O)c2cnc3c(c2)cccc3)cc(C(=O)Nc2ccc(CCN3Cc4c(cc(OC)c(OC)c4)CC3)cc2)cc1,CHEMBL453536,5.0245681,0,0,0.73468596,0,-0.8505885,0.068657592,-0.31849179,5.5927401,0.07895121,134.32239,0.15048586,0.086008914,0.12343204,4.4598475
O=C(C)c1c(OCC(O)CN2CCN(CC(O)COc3c(C(=O)c4ccccc4)cccc3)CC2)ccc(C)c1,CHEMBL2059399,5.0231915,0,0,0.71603417,0,-0.85343516,0.068221264,-0.33213314,3.3889999,0.06281928,88.723511,0.12029698,0.08394219,0.066140026,4.3238549
O=C(O[C@H]1C(=C)[C@H](OC(=O)c2ccccc2)[C@@H](O)C(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@]2(OC(=O)C)[C@@H]1[C@@H](OC(=O)c1ccccc1)[C@@H](C)C2)C,CHEMBL4474979,5.0222764,0,0,0.75167918,0,-0.7745645,0.058834102,-0.27877662,6.2519999,0.068593107,97.42482,0.2486838,0.32971421,0.14889213,3.6202714
O=C(N1C(c2ccccc2)c2[nH]c3c(c2CC1)cccc3)c1ccc(OC)cc1,CHEMBL4559337,5.0199966,0,0,0.70544523,0,-0.85432494,0.069030084,-0.27945253,5.289,0.12752588,74.392914,0.07936237,0.061978016,0.067270122,3.4119596
O=[N+]([O-])c1cc(Nc2nc(-c3cc(OC)c(OC)cc3)nc3c2cccc3)ccc1,CHEMBL3092485,5.0195422,0,0,0.76934683,0,-0.7839765,0.056851558,-0.33058259,4.4137402,0.11905549,73.529427,0.14872023,0.13128313,0.10860588,3.5618799
S=C(N(CC)CC)c1sc(C=2c3c(SC=4C=2C=CC(=[N+](C)C)C=4)c2c4N(CCC2)CCCc4c3)cc1.[P-](F)(F)(F)(F)(F)F,CHEMBL2205788,5.0177288,0,0,0.84913838,0,-0.85301679,-0.037703749,-0.19553308,8.7377996,0.16269708,105.41802,0.16437547,0.28746432,0.081939325,3.4079564
O=C(O[C@@H]1[C@@H](OC(=O)C)C(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@]2(OC(=O)C)[C@H]([C@@H](OC(=O)c3ccccc3)[C@@H](C)C2)[C@@H](OC(=O)C)C1=C)C,CHEMBL4467454,5.0177288,0,0,0.76192808,0,-0.77432877,0.037696294,-0.28199735,4.9307399,0.069910958,72.915016,0.27104393,0.34660611,0.15747061,3.505379
S(C)c1ccc(-n2nc(-c3c(NC(=O)c4c([N+](=O)[O-])cccc4)cccc3)nn2)cc1,CHEMBL3885113,5.0096612,0,0,0.81338513,0,-0.80508518,0.076364055,-0.30976468,3.9319999,0.13025708,119.66757,0.19729729,0.24989989,0.095253222,3.7564011
Clc1ccc(C(=O)n2c(C)c(CC(=O)O)c3c2cc(OC)cc3)cc1,CHEMBL2170687,5.0087738,0,0,0.79430062,0,-0.80836648,0.056345012,-0.34474507,4.3730001,0.14073209,106.74055,0.22160752,0.12964949,0.11165193,3.2322083
O=C(Nc1ccc(CCN2Cc3c(cccc3)CC2)cc1)c1c(N)cccc1,CHEMBL259077,5.004365,0,0,0.68598098,0,-0.85075361,0.074966535,-0.27204639,4.0159998,0.13049269,73.047859,0.087811619,0.053668469,0.13710196,3.869962
O=C(O[C@@H]1[C@@H](OC(=O)c2ccccc2)C(=C)[C@H](OC(=O)C)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](C)C[C@]2(OC(=O)C)C(=O)[C@@H](C)/C=C/C(C)(C)[C@@H]1OC(=O)C)C,CHEMBL4473991,5.004365,0,0,0.75378984,0,-0.7775296,0.05866988,-0.26656041,6.1554799,0.061629593,59.92947,0.25724593,0.30364853,0.13822336,3.6398027
[P-](F)(F)(F)(F)(F)F.O=C(N(CC)CC)c1sc(C=2c3c(SC=4C=2C=CC(=[N+](C)C)C=4)c2c4N(CCC2)CCCc4c3)cc1,CHEMBL2205787,5,0,0,0.84313697,0,-0.85214084,-0.037736494,-0.2018635,8.4778004,0.15261136,112.03771,0.21310912,0.26385552,0.091067426,3.4079564
O=C(OCC)c1c(c(C(=O)OCC)c(C)nc1C)-c1c(C)onc1-c1ccccc1,CHEMBL4067399,5,0,0,0.74158621,0,-0.80110747,-0.007664477,-0.23719522,4.131,0.13160823,93.738388,0.17800181,0.20978774,0.087893382,3.177048
O=C(OCC)C1=C(C)NC(C)=C(C(=O)OCc2nnn(CCOCCOCCOCCOCCOCCn3nnc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(C)onc4-c4ccccc4)c3)c2)C1c1c(C)onc1-c1ccccc1,CHEMBL4084565,5,0,0,0.76225775,0,-0.81676525,-0.057875764,-0.26508695,3.2509601,0.04043106,149.98141,0.12729932,0.18528102,0.10287578,5.2898302
Brc1c(-c2c(c(C)on2)C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OCC)cccc1,CHEMBL4101015,5,0,0,0.83423144,0,-0.81098372,-0.050197601,-0.25449458,4.54,0.1292945,149.61813,0.15176827,0.18109304,0.10043904,3.1923194
O=C(OC)c1c(NC(=O)c2cc3c(nccc3)cc2)cc(C(=O)Nc2ccc(CCN3Cc4c(cc(OC)c(OC)c4)CC3)cc2)cc1,CHEMBL455275,5,0,0,0.73468596,0,-0.8505885,0.083633326,-0.31704706,5.59374,0.079594344,158.83218,0.15048586,0.086008914,0.12343204,4.4598475
Fc1ccc(N2CCN(CCOc3c(CCc4cc(OC)ccc4)cccc3)CC2)cc1,CHEMBL458992,5,0,0,0.69522679,0,-0.84919238,0.028826214,-0.30888399,5.198,0.059086636,107.60403,0.03705053,0.010967685,0.057788879,4.0638452
FC(F)(F)c1ccc(C(=O)Nc2c(-c3nn(-c4cc(OC)c(OC)cc4)nn3)cccc2)cc1,CHEMBL3884587,4.9913998,0,0,0.8308267,0,-0.80568045,0.060635287,-0.34826067,4.0405002,0.15782467,123.45364,0.12251525,0.20405975,0.10128576,3.9313011
O=C(O[C@H]1[C@@H](C)C[C@]2(O)C(=O)[C@@H](C)/C=C/C(C)(C)C(=O)[C@H](OC(=O)C)[C@@H](OC(=O)c3ccccc3)C(=C)[C@H](OC(=O)C)[C@@H]12)CC(=O)C,CHEMBL4583905,4.9871626,0,0,0.76382965,0,-0.77800977,0.037341844,-0.28866664,3.98474,0.068103507,91.662697,0.27440414,0.35714686,0.16479787,3.5609055
O=C(N[C@H](C[C@H](O)[C@@H](NC(=O)COc1c(C)cccc1C)Cc1ccccc1)Cc1ccccc1)[C@H](C(C)C)N1C(=O)NCCC1,CHEMBL729,4.9871626,0,0,0.69980162,0,-0.83836985,0.07839682,-0.31379488,5.1890001,0.079480737,81.134766,0.15900198,0.13452889,0.13465092,3.957628
FC(F)(F)c1cc2N(CCCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3,CHEMBL726,4.9829664,0,0,0.78921837,0,-0.85830778,0.03256692,-0.29981193,3.79776,0.19154897,69.97583,0.065387972,0.15241267,0.078459166,3.6887107
O=C(OC[C@@H]1C=C[C@H](n2c3nc(N)nc(NC4CC4)c3nc2)C1)CCCCCC(=O)OC[C@@H]1C=C[C@H](n2c3nc(N)nc(NC4CC4)c3nc2)C1,CHEMBL3220343,4.9788108,0,0,0.76383895,0,-0.82662231,0.084955201,-0.32167482,2.95612,0.05541639,69.610504,0.2012119,0.20059629,0.24066484,4.7250223
O=C(OC)c1c(NC(=O)c2cc3c(nccc3)cc2)cc(-c2ccc(CN3Cc4c(cc(OC)c(OC)c4)CC3)cc2)cc1,CHEMBL2331718,4.9625735,0,0,0.72442448,0,-0.84530562,0.056975249,-0.28716847,6.5127401,0.093316168,117.78324,0.11892825,0.070642941,0.12109066,4.2704158
