mol,name,IC50(nM),Activity,pIC50,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
O=C1c2c(N(CCCN(CC)CC)c3c1cccc3)c(C)cc(C)c2,CHEMBL4078738,14.2,1,7.847711656,60.392204,0,0,2,3,2,0,12,0,53,0,2,25,21,68.866348,1.2993652,0,0,22,0,0,28,0,2,1,0,0,1.7438762,-2.7036359,-0.38958612,0.37496334,2.6047378,-2.7489951,-0.26316684,0.47623062,2.6066587,-2.4214602,-0.15941887,0.55156183,2.8866191,35.527798,6,0.22222222,12,55,1,27,7,6,0.22222222,42,0,17.974327,15.802311,14.499636,15.819627,12.06208,9.3125134,7.3962646,9.18507,0,0,0.65818292,11,0,-0.86090952,-0.33174065,-0.043993507,2.8071692,-0.95418793,-0.25788879,0.070686527,2.8989553,-0.52236634,-0.1414081,0.096017398,3.0936885,4.0820293,5.3772092,5.3772092,2.78795,5.3053355,-5.6873307,0,7.776,10.356057,0.99796504,14,4.3094378,1.0147518,3.6946032,19.753086,8.792244,4.1352797,15.208752,6.6905179,3.119137,4.0701771,3,0,1,0,4.8330002,-4.95193,10.357624,0,1,16,1,3,6,1,3.9690001,-3.971,1.4440048,-1.4440048,0.13585797,0.20968838,138.03932,25.592316,0,8.458519,0,0,0,113.76311,74.260063,0,0,0,13.566921,0,0.9636938,0.53947216,0.036306228,0.036306228,0.46052784,0,360.11334,201.5901,13.566921,13.566921,172.09016,0,0.45454547,0.83333331,3.9690001,-3.971,0.10027715,0.20397885,0.80541354,0.46886462,0.13664697,0.19458647,0.53113538,0.057939492,300.96713,175.20544,51.062275,72.71312,198.47481,21.650845,6,1,3,0.10027715,0.20397885,0.31999999,4.7178402,3.1243138,8.8119249,0,73.758316,36.604515,0,0,105.85911,18.868406,138.81755,10.52015,23.862217,3.1243138,3.1243138,12.7423,5.513495,124.72751,79.445923,133.30406,23.549999,0.42433795,5.7548876,3.2538419,9.0182047,373.68027,511.22412,13.566921,0,0,0,331.72455,8.458519,13.566921,336.479,1434,44,130
O(C)c1ccc(N(C)c2nc(C)nc3c2CCC3)cc1.Cl,CHEMBL2425924,16.4,1,7.785156152,47.777859,0,0,2,2,3,0,12,0,41,0,3,21,14,64.466187,1.572346,0,0,16,1,0,20,0,3,1,0,0,1.6820662,-2.4473901,-0.61136711,0.52693486,2.5858228,-2.4187307,-0.52602744,0.61516166,2.6596739,-2.2068319,-0.34105819,0.75404781,2.8479586,28.820141,3,0.13636364,12,42,0,22,2,3,0.13636364,30,0,14.112519,13.405355,10.430721,11.413849,9.6858721,6.9297009,4.5284739,5.6935067,0,0,0.73576337,21,0,-0.80254698,-0.43673065,-0.008389154,2.576648,-0.93153846,-0.29866213,0.10475298,2.6817281,-0.52558839,-0.1825615,0.17165558,2.8583438,5.5583434,7.1594214,6.0639219,2.2357008,3.2017455,-4.1615205,0,6.783649,8.5727167,-0.43086159,7.1208601,11.855523,1.9921815,29.329062,17.355371,7.5130072,3.6734693,14.112113,6.0415211,2.9288559,4.0599351,4,0,1,0,3.599,-4.1943002,8.7585907,0,2,16,1,3,3,0,3.595,-3.598,1.4060949,-1.4060949,0.10340672,0.24743077,91.789932,38.316223,30.35449,0,0,0,0,117.10992,0,36.07946,0,11.365152,0,2.503756,0.95765465,0.51007217,0.042345364,0.042345364,0.48992783,0,313.65002,167.05829,13.868908,13.868908,160.46065,0,0,0,3.595,-3.598,0.13240612,0.17231795,0.75481462,0.44586167,0.15250529,0.24518539,0.5541383,0.092680104,247.21608,146.02814,49.948368,80.302856,181.4908,30.35449,21,1,3,0.13240612,0.17231795,0.61904764,3.85216,14.124202,33.57106,0,0,8.2702427,106.01787,0,70.572739,18.868406,96.155602,8.6815996,0,44.570946,3.1243138,13.513671,5.0846677,127.17796,0,154.10857,38.25,0.46827638,5.4594316,3.2768834,8.235075,327.51892,415.63498,13.868908,0,0,0,233.69197,63.549809,13.868908,305.80899,1223,31,106
O=C1c2c(N(CCCN3CCCCC3)c3c1cccc3)c(C)cc(C)c2,CHEMBL4094253,17,1,7.769551079,62.152203,0,0,2,3,2,0,12,0,54,0,2,26,22,70.116066,1.2984456,0,0,23,0,0,28,0,2,1,0,0,1.455528,-2.7919514,-0.50853646,0.55922723,2.6988037,-2.80287,-0.38625073,0.67318171,2.7458332,-2.5178943,-0.32630131,0.72704113,2.9685433,35.527798,4,0.13793103,12,57,1,29,4,4,0.13793103,44,0,18.095648,15.923632,14.620955,15.940947,12.647867,9.8982992,7.9820509,9.7708569,0,0,0.667916,12,0,-0.85775405,-0.36551929,0.015166866,2.8505619,-0.95348853,-0.27145302,0.13133295,2.9380455,-0.52536184,-0.17516129,0.15712212,3.1302998,4.0758939,5.4672427,5.4672427,2.6149807,5.0216675,-5.7301564,0,7.7759991,10.640613,0.99731511,14,4.4300909,1.0187496,3.5293686,19.322235,8.56633,4.0775623,15.038136,6.5955863,3.1153643,3.8148203,3,0,1,0,5.125,-5.0516601,10.625528,0,1,22,1,4,6,1,3.9690001,-3.9690001,1.4641433,-1.4641433,0.13398932,0.20645,138.03932,25.592316,0,8.458519,0,0,0,131.16574,45.466026,0,0,0,13.566921,0,0.96255219,0.52499181,0.037447803,0.037447803,0.47500816,0,348.72192,190.19868,13.566921,13.566921,172.09016,0,0.5,1,3.9690001,-3.9690001,0.10027715,0.20408164,0.9027909,0.45216417,0.037447803,0.097209081,0.54783583,0.059761278,327.07108,163.81403,13.566921,35.217766,198.47481,21.650845,6,1,4,0.10027715,0.20408164,0.34615386,4.8619399,3.1243138,8.8119249,0,73.758316,36.604515,0,0,105.85911,75.473625,72.165527,10.77045,23.862217,3.1243138,3.1243138,12.7423,5.513495,181.33273,79.445923,66.652031,23.549999,0.42228913,5.8579812,3.3413801,9.1218319,362.28885,521.7572,13.566921,0,0,0,320.33313,8.458519,13.566921,348.48999,1620,45,140
O=C1c2c(N(CCCN3CCN(C)CC3)c3c1cccc3)c(C)cc(C)c2,CHEMBL4073625,17.200001,1,7.764471553,63.918999,0,0,2,3,3,0,12,0,56,0,3,27,22,75.533615,1.3488145,0,0,23,0,0,29,0,3,1,0,0,1.4280612,-2.7904065,-0.38958624,0.37510875,2.6808586,-2.898216,-0.26849169,0.47623059,2.6138215,-2.5039175,-0.15941887,0.55156195,2.9592438,38.601002,4,0.13333334,12,59,1,30,4,4,0.13333334,46,0,18.965891,16.663738,14.913849,16.233841,13.041714,9.9779692,6.9820509,8.7708569,0,0,0.67358136,13,0,-0.862086,-0.33893859,-0.043845214,2.8601015,-0.96429729,-0.27646413,0.070686623,2.9251332,-0.51994652,-0.14262901,0.096042357,3.1397619,6.1909394,6.0916009,6.0916009,2.129024,4.4227185,-5.4786162,0,7.7759967,10.972543,1.0024917,14,4.5913391,1.899116,3.3125391,20.280001,8.7885342,4.3022122,15.940873,6.8399529,3.3237176,4.0383267,4,0,1,0,3.6760001,-4.3442402,10.918014,0,1,22,1,4,6,0,4.2989998,-4.2989998,1.6440281,-1.6440281,0.1193286,0.1842532,195.07401,25.592316,0,8.458519,0,0,0,110.61715,36.764713,0,0,0,13.566921,0,0.96521962,0.41261128,0.034780409,0.034780409,0.58738869,0,376.50671,160.94878,13.566921,13.566921,229.12485,0,0.46153846,0.85714287,4.2989998,-4.2989998,0.09257967,0.18841591,0.90971506,0.35303617,0.034780409,0.090284921,0.64696383,0.055504508,354.85587,137.7101,13.566921,35.217766,252.36354,21.650845,7,1,4,0.09257967,0.18841591,0.37037036,3.62344,3.1243138,11.936239,0,110.63747,36.604515,32.897186,0,105.85911,18.868406,72.165527,11.13505,23.862217,6.2486277,3.1243138,12.7423,5.513495,124.72751,116.32508,99.549217,26.790001,0.41024774,5.9068904,3.4392486,9.22223,390.07364,539.6601,13.566921,0,0,0,347.40613,8.458519,13.566921,363.505,1834,47,146
O=C1c2c(N(CCCN3CCOCC3)c3c1cccc3)c(C)cc(C)c2,CHEMBL4099509,19.9,1,7.701146924,59.860619,0,0,2,3,3,0,12,0,52,0,3,26,21,72.103935,1.3866142,0,0,22,0,0,26,0,2,2,0,0,1.455528,-2.7382369,-0.49342597,0.5407114,2.655829,-2.8338258,-0.36754099,0.65040171,2.6065331,-2.4664559,-0.29089865,0.70693707,2.9211488,35.257381,4,0.13793103,12,55,1,29,4,4,0.13793103,42,0,18.095648,15.624773,13.913849,15.23384,12.647867,9.4756498,6.9820509,8.7708569,0,0,0.68990016,12,0,-0.84962279,-0.34207752,-0.0077195,2.8196342,-0.95940405,-0.27645743,0.12453107,2.89726,-0.51870012,-0.17065232,0.15245569,3.102684,5.3763447,6.7645931,6.7645931,3.5355446,4.2590346,-5.1813278,0,7.7759929,10.366323,0.81203657,14,6.3644977,1.6213455,0.99649405,19.322235,8.56633,4.0775623,15.038136,6.5955863,3.1153643,3.8148203,4,0,1,0,3.717,-4.5889902,10.367274,0,1,22,1,4,6,0,4.0489998,-4.0489998,1.7037637,-1.7037637,0.11514481,0.22141716,138.83165,72.55645,0,8.458519,0,0,0,87.378456,36.764713,0,0,0,13.566921,2.503756,0.95536673,0.3894175,0.044633273,0.044633273,0.61058247,0,343.98981,140.21385,16.070677,16.070677,219.84662,0,0.5,1,4.0489998,-4.0489998,0.098295875,0.2000494,0.8952356,0.3894175,0.044633273,0.1047644,0.61058247,0.060131133,322.33896,140.21385,16.070677,37.721519,219.84662,21.650845,6,1,4,0.098295875,0.2000494,0.34615386,3.70824,3.1243138,8.8119249,10.999887,115.61083,36.604515,0,0,105.85911,18.868406,72.165527,10.46725,34.862103,3.1243138,3.1243138,12.7423,5.513495,124.72751,121.29844,66.652031,32.779999,0.42228913,5.8579812,3.3413801,9.1218319,360.06049,507.98944,16.070677,0,0,0,317.0246,8.458519,16.070677,350.46201,1620,45,140
O=C(OC1CCC(N(C)C2CCC(OC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)CC1)C#Cc1cc(OC)c(OC)c(OC)c1,CHEMBL1643347,20,1,7.698970004,100.72569,0,0,3,4,9,0,12,0,91,0,9,46,33,132.33174,1.4541949,0,0,35,0,0,45,0,1,10,0,0,1.1266193,-2.8614285,-0.57799792,0.29488382,2.8067975,-2.8615227,-0.53450996,0.4047862,2.8416388,-2.6026118,-0.26937935,0.61010653,3.0597878,68.418312,13,0.26530612,12,94,2,49,4,15,0.30612245,79,1,33.216602,27.805353,23.275656,24.982399,22.238977,15.501135,9.575387,11.515136,0,0,0.733926,26,0,-0.8578549,-0.46862251,-0.1071277,3.0155337,-0.95518762,-0.36773753,0.026970075,3.0662153,-0.52937973,-0.20413636,0.060086656,3.244216,12.352012,15.747031,15.747031,2.7155812,4.9564404,-7.3189998,0,10.784308,17.276619,0.99581945,14,4.6230545,1.0274398,3.2653782,38.796333,19.40744,10.509784,32.495953,16.188885,8.7418232,11.436375,11,0,0,3,6.2259598,-6.9829302,17.275732,0,1,25,0,4,17,4,7.04,-7.046,3.850301,-3.850301,0.088247471,0.089663938,263.86801,114.38766,50.751118,0,0,14.708499,14.708499,141.8688,15.808495,0,0,13.566921,13.566921,20.030048,0.88453954,0.30883765,0.071108669,0.11546048,0.69116235,0.044351805,586.68408,204.8412,47.163891,76.580887,458.42377,29.416998,0.5,1,7.04,-7.046,0.1171875,0.11495885,0.88453954,0.2976352,0.071108669,0.11546048,0.7023648,0.044351805,586.68408,197.411,47.163891,76.580887,465.85397,29.416998,13,0,4,0.1171875,0.11495885,0.32608697,5.0441079,65.999329,18.615242,66.763229,34.061146,30.233366,245.20039,0,70.572739,150.94725,31.460569,17.043249,69.724205,69.123642,0,92.794106,0,221.51997,15.490929,245.20039,111.22,0.27052692,6.6147099,4.5037603,10.697924,663.26495,871.67102,42.15638,0,0,0,554.65332,34.424511,42.15638,639.742,10396,77,232
O=C(OC1CCC(N(C)C2CCC(OC(=O)C(c3ccc(OC)cc3)c3ccc(OC)cc3)CC2)CC1)C#Cc1cc(OC)c(OC)c(OC)c1,CHEMBL2316440,20,1,7.698970004,113.15086,0,0,3,4,8,0,18,0,100,0,8,51,39,141.07588,1.4107589,0,0,41,0,0,49,0,1,9,0,0,1.0118717,-2.8617051,-0.58493847,0.56167519,2.8072577,-2.8618202,-0.53615242,0.60704243,2.8419297,-2.6028817,-0.40531811,0.74214327,3.0602345,70.875145,14,0.25454545,18,104,2,55,4,16,0.29090908,83,1,36.329487,30.438557,26.317108,28.802389,24.756615,17.492821,12.179446,15.148129,0,0,0.71706235,27,0,-0.85786414,-0.42391652,-0.049366973,3.0688512,-0.95519435,-0.32536796,0.1063792,3.1241465,-0.52944249,-0.20970239,0.14167304,3.3030198,11.461851,16.191715,16.191715,4.396955,6.6363273,-8.9426508,0,13.482486,19.5058,0.99579805,14,4.625277,1.0275599,3.2623398,42.148762,21.342222,11.753902,34.214371,17.248856,9.4702406,11.57174,10,0,0,2,8.4294796,-8.6364803,19.604713,0,1,31,0,5,18,5,7.8670001,-7.8709998,3.8947551,-3.8947551,0.087240227,0.089328386,243.13573,141.89232,25.375559,0,0,14.708499,14.708499,170.7957,64.82811,0,0,13.566921,13.566921,17.526293,0.89713001,0.38922673,0.062018957,0.10286997,0.61077327,0.040851012,646.0274,280.28394,44.660133,74.077133,439.82062,29.416998,0.48148149,0.9285714,7.8670001,-7.8709998,0.10486843,0.10290942,0.89713001,0.37890851,0.062018957,0.10286997,0.62109149,0.040851012,646.0274,272.85376,44.660133,74.077133,447.25079,29.416998,14,0,5,0.10486843,0.10290942,0.37254903,6.5538082,54.999439,18.615242,90.625443,34.061146,9.5567245,209.81653,4.4107962,176.43184,150.94725,26.21714,19.284201,69.724205,58.123753,0,95.147041,0,327.37909,15.490929,209.81653,101.99,0.2527014,6.7813597,4.5694809,11.007908,720.10455,975.98346,39.652622,0,0,0,609.80438,34.424511,39.652622,699.841,13462,84,260
O=C1c2c(c(C)cc(C)c2)Nc2c1cccc2,CHEMBL4091769,27.120001,1,7.566710315,36.97031,0,0,1,1,1,0,12,0,30,1,2,17,14,40.497643,1.3499215,0,0,15,0,0,13,0,1,1,0,0,1.8108664,-2.4053283,-0.5478158,0.60519803,2.3770761,-2.3080714,-0.42610317,0.71410906,2.5129435,-2.0769174,-0.37789416,0.76285768,2.718045,15.829691,0,0,12,32,1,19,2,0,0,19,0,11.991199,9.8723497,8.9641018,10.284093,8.1647034,5.6861749,4.9820509,6.7708569,0,0,0.69620878,8,0,-0.79595727,-0.38836005,0.054431245,2.4798899,-0.89986771,-0.24311328,0.15614159,2.619801,-0.48425794,-0.18951121,0.18019001,2.795362,1.8982029,5.3778567,2.8246565,3.8353615,3.8353615,-4.1466613,0,7.7755661,6.8433681,0,14,14,1,0,12.055402,4.5918369,2.0618014,8.0929604,2.9975076,1.3159988,1.426983,2,1,1,0,3.4990001,-4.0668998,6.7970219,0,1,16,1,3,0,0,2.55,-2.55,1.0168145,-1.0168145,0.19292235,0.28180748,43.408497,25.592316,8.6190128,8.458519,0,0,0,78.677147,36.764713,0,0,0,13.703812,0,0.9363277,0.6000523,0.063672319,0.063672319,0.39994767,0,201.5202,129.14568,13.703812,13.703812,86.078346,0,0.5,1,2.55,-2.55,0.15686275,0.23529412,0.85697997,0.6000523,0.063672319,0.14302002,0.39994767,0.079347707,184.44267,129.14568,13.703812,30.781343,86.078346,17.077532,4,1,3,0.15686275,0.23529412,0,3.59144,0,23.698362,0,0,36.604515,0,0,105.85911,0,72.165527,6.90732,23.862217,0,0,12.7423,23.524246,105.85911,5.6876111,66.652031,29.1,0.56150466,5.2479277,2.6866741,7.9069433,215.22401,320.70123,13.566921,0,0,5.6825762,175.90112,8.458519,19.249496,223.27499,458,30,94
O=C(OC(C)(C)C)NCCCCCC(=O)N[C@@H]1C(C)(C)[C@H]2[C@@](C)([C@@H]3[C@](C)([C@@]4(C)[C@H]([C@H](O)C3)[C@@H]([C@@]3(C)O[C@@H](C(O)(C)C)CC3)CC4)CC2)CC1,CHEMBL4565305,28.290001,1,7.548367053,127.1811,0,0,4,6,5,0,0,0,121,4,9,49,39,155.77844,1.2874252,0,0,41,0,0,72,0,2,6,0,0,1.1978484,-3.0320067,-0.30613452,0.31180689,3.024719,-2.9827454,-0.21850531,0.36685446,3.0871696,-2.7775774,-0.17483294,0.46744639,3.276325,85.778908,9,0.16981132,0,125,2,53,7,13,0.24528302,123,0,36.424076,32.968369,29.440947,29.595648,22.478418,19.823681,16.943325,16.99802,11,0,0.6759811,25,0,-0.84031075,-0.30666077,-0.111337,3.7903626,-1.1625448,-0.29010087,-0.037,3.8549192,-0.54309112,-0.17313778,0.033831093,4.0076976,8.9175835,18.14526,11.551145,5.9714651,5.9714651,-7.2176571,0,2.2567151,19.658285,0,14,14,1,0,40.190815,14.008719,7.5481567,37.890984,13.190501,7.1009803,10.200022,8,4,0,2,8.493,-9.0132103,19.32967,0,1,25,0,5,11,4,9.9289999,-9.9289999,3.7436326,-3.7436326,0.096477732,0.10457076,302.2897,22.606016,0,17.238026,33.597878,0,19.199511,208.20052,102.4397,0,0,13.566921,16.070677,18.312618,0.86629766,0.47588611,0.063634828,0.13370235,0.52411389,0.070067525,652.77393,358.59042,47.950218,100.7476,394.93112,52.797386,0.47999999,0.92307693,9.9289999,-9.9289999,0.07855776,0.073522009,0.56556511,0.48743364,0.33731574,0.43443489,0.51256639,0.097119153,426.1655,367.29175,254.17467,327.35605,386.2298,73.181374,13,0,5,0.07855776,0.073522009,0.10204082,7.9208002,86.791954,12.57542,62.781258,18.439579,17.643185,0,0,0,245.28928,390.44839,19.383301,69.724205,50.770454,53.664684,16.919268,0,245.28928,31.014997,366.58615,117.12,0.26099879,6.7279205,4.3716269,10.883828,753.52155,1019.311,29.637598,0,0,11.365152,581.7536,34.652798,68.136589,689.03497,10543,97,280
O=C(OC1CCC(N(C)C2CCC(OC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)CC1)/C=C/c1cc(OC)c(OC)c(OC)c1,CHEMBL2316161,30,1,7.522878745,102.05927,0,0,3,4,9,0,12,0,93,0,9,46,33,134.33191,1.4444292,0,0,35,0,0,47,0,1,10,0,0,1.1265998,-2.8616571,-0.58114791,0.38387665,2.8067703,-2.8615875,-0.54426402,0.45332989,2.8417773,-2.6027057,-0.307477,0.63872373,3.0599496,70.604729,13,0.26530612,12,96,3,49,4,15,0.30612245,81,0,33.216602,27.960052,23.430357,24.982399,22.238977,15.661819,9.7360706,11.515136,0,0,0.73128754,26,0,-0.85786927,-0.42181966,-0.088055961,3.0308297,-0.95518464,-0.33210534,0.042631231,3.0857978,-0.52940714,-0.20583077,0.087022118,3.2607782,12.594755,16.501509,16.501509,2.4989979,4.7648029,-7.039927,0,10.453385,17.402016,0.9961434,14,4.587883,1.0256064,3.3134649,38.796333,19.40744,10.509784,32.908371,16.399288,8.8572931,11.732041,11,0,0,3,6.12396,-6.5605102,17.366282,0,1,25,0,4,17,4,7.1760001,-7.1820002,3.8969603,-3.8969603,0.075502098,0.088590987,258.10587,122.91843,50.751118,0,0,29.416998,0,156.33226,0,0,0,0,27.133842,20.030048,0.88478678,0.30615261,0.070956372,0.11521319,0.69384736,0.044256814,588.10767,203.49614,47.163891,76.580887,461.19241,29.416998,0.5,1,7.1760001,-7.1820002,0.098383501,0.11278196,0.88478678,0.28630525,0.070956372,0.11521319,0.71369475,0.044256814,588.10767,190.30382,47.163891,76.580887,474.38474,29.416998,13,0,4,0.098383501,0.11278196,0.52173913,5.7058001,65.999329,18.615242,66.763229,0,30.233366,245.20039,0,88.215919,168.59042,31.460569,17.25885,69.724205,69.123642,0,58.732956,0,239.16316,33.134113,245.20039,111.22,0.27052692,6.6147099,4.5037603,10.697924,664.6886,877.57269,42.15638,0,0,0,554.65332,34.424511,42.15638,641.758,10396,77,232
O(C/C=C/c1ccc(-c2[nH]c(c(-c3ccc(NC(C)C)cc3)n2)-c2ccc(NC(C)C)cc2)cc1)CC,CHEMBL313113,31.620001,1,7.500038134,86.86013,0,0,3,4,3,0,23,0,75,4,7,37,31,99.740158,1.3298688,0,0,32,0,0,38,0,4,1,0,0,1.3225726,-2.5725665,-0.59693515,0.69166714,2.4928787,-2.584621,-0.53807992,0.79558229,2.5403111,-2.2928989,-0.46562916,0.85431087,2.7754295,46.757866,11,0.27500001,23,78,1,40,6,11,0.27500001,54,0,26.200096,22.50728,20.151817,22.664562,17.923056,13.112781,10.510866,13.657069,0,0,0.66480595,19,0,-0.83245707,-0.38453224,0.081797153,2.7370868,-0.98166311,-0.26386139,0.16445385,2.8888178,-0.5169065,-0.21605732,0.19305076,3.0483153,5.8199911,12.164006,6.8247471,6.296392,6.5093679,-7.707828,0,13.576502,15.323628,0.41304019,14,7.152616,1.9698275,0.31763595,29.969999,15.123457,9,21.773424,10.882758,6.4318023,6.4041867,5,3,1,1,7.4510002,-9.3161097,15.288119,0,1,24,0,4,11,3,6.533,-6.5339999,2.4777217,-2.4777217,0.067563444,0.15176459,113.7795,105.12734,28.428589,8.6190128,0,0,0,144.96654,122.54904,0,0,5.6825762,0.27378201,2.6406472,0.98384225,0.51894325,0.016157748,0.016157748,0.48105675,0,523.47003,276.11258,8.5970049,8.5970049,255.95444,0,0.47368422,0.89999998,6.533,-6.5339999,0.061227612,0.13299663,0.68377441,0.52712667,0.22770244,0.31622559,0.47287336,0.088523157,363.81381,280.46671,121.15295,168.2532,251.60033,47.100254,10,0,4,0.061227612,0.13299663,0.5945946,8.1009998,0,52.80703,35.749355,41.852516,3.185575,0,0,246.75954,17.643185,172.14357,15.79401,10.999887,16.78553,16.78553,11.149512,58.933136,229.36139,59.495701,166.63008,61.970001,0.32120815,6.321928,4.0113611,10.12346,532.06702,744.10138,2.503756,0,0,11.365152,461.50958,11.190562,25.23406,494.68298,4941,54,188
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1c(NC(=O)c2cnc3c(c2)cccc3)cc(OC)c(OC)c1,CHEMBL348475,33.110001,1,7.480040819,101.43014,0,0,3,4,8,0,28,0,86,2,10,48,36,130.3065,1.5151919,0,0,38,0,0,38,0,4,6,0,0,0.95833075,-2.6941755,-0.58910102,0.58188766,2.6054091,-2.7167671,-0.54367667,0.67238003,2.6386013,-2.4073195,-0.37646654,0.74594885,2.8890278,55.741867,11,0.20754717,29,91,2,53,3,13,0.24528302,60,0,33.622379,27.462355,23.118437,26.095284,23.380405,15.673031,10.384804,13.9983,0,0,0.72910482,25,0,-0.85058844,-0.4516961,0.046947192,2.8222106,-0.99856573,-0.34687221,0.13271591,2.9201107,-0.51615608,-0.20389611,0.16968122,3.1043231,11.648366,18.007322,12.515615,4.7274251,6.4591541,-9.0344505,0,18.039673,18.530718,0.9879877,14,5.2321959,1.122439,2.4395933,37.747242,18.161432,9.5220003,27.737015,13.25191,6.9142852,7.6576757,10,2,0,2,5.3504801,-7.9996099,18.458172,0,1,34,0,6,12,5,7.5289998,-7.5310001,3.7598748,-3.7598748,0.068722427,0.091846839,207.87547,128.71622,33.834076,17.238026,0,25.899061,0,122.06747,61.274521,0,0,0,32.816418,10.288807,0.89218253,0.35381821,0.06735085,0.1078175,0.64618176,0.040466648,571.0058,226.44722,43.105225,69.004288,413.56287,25.899061,0.47999999,0.92307693,7.5289998,-7.5310001,0.07225395,0.10755543,0.83416796,0.35381821,0.06735085,0.16583206,0.64618176,0.098481208,533.87592,226.44722,43.105225,106.13419,413.56287,63.028965,13,0,6,0.07225395,0.10755543,0.4375,6.6409402,43.99955,66.448914,0,36.879158,63.652306,179.27228,0,251.29286,0,44.926785,18.60734,47.724434,63.909393,0,36.901588,46.252098,302.75214,47.396725,141.53548,111.25,0.26918626,6.7279205,4.397377,10.850431,640.01007,887.03845,42.831444,0,0,11.365152,528.14313,25.899061,54.196594,646.74396,10623,82,254
