mol,name,IC50(nM),Activity,pIC50,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
S(C)c1cc(Nc2c3c(nc(-c4ccccc4)c2)cccc3)ccc1,CHEMBL4462578,1420,1,5.847711656,55.822273,0,0,2,3,1,0,22,0,43,1,2,25,23,58.163239,1.3526335,0,0,22,0,0,18,0,2,0,0,1,1.4175937,-2.3185558,-0.6300717,0.66719258,2.253876,-2.1773055,-0.49349278,0.80591482,2.464879,-1.9497364,-0.45857057,0.85431087,2.6282806,23.937725,4,0.14285715,23,46,0,28,3,4,0.14285715,23,0,17.062267,14.754862,12.582904,14.940947,12.330832,9.4210825,6.6367512,9.5824833,0,0,0.70632148,12,0,-0.80176866,-0.38846084,0.071922868,2.5345523,-0.89469689,-0.24394003,0.16445385,2.7308474,-0.4439894,-0.20090716,0.19305076,2.8740461,2.8441072,6.3517876,4.2905021,4.9220395,5.9208536,-6.6758456,0,12.345252,10.591547,0.95357221,14,5.6874247,1.2071339,1.8307779,18.367348,8.792244,4.4659748,13.138856,6.1942925,3.1104801,3.2554367,2,1,1,1,6.0749998,-7.0103202,10.646417,0,1,23,1,4,4,1,3.6619999,-3.6619999,1.3412156,-1.3412156,0.099610016,0.19230932,34.79694,73.11451,8.6190128,0,0,0,0,81.99826,110.29414,19.760618,0,5.6825762,0.13689101,0,0.98259741,0.65152681,0.01740256,0.01740256,0.34847319,0,328.58347,217.87248,5.8194671,5.8194671,116.53046,0,0.5,1,3.6619999,-3.6619999,0.10922993,0.16930638,0.85766214,0.65152681,0.076494798,0.14233786,0.34847319,0.065843068,286.80475,217.87248,25.580086,47.598202,116.53046,22.018116,6,0,4,0.10922993,0.16930638,0.88,6.3673,0,34.79628,0,0,0,33.241909,0,257.664,0,37.733036,10.86857,0,16.78553,1.5507339,0,34.18367,247.00458,0,63.910713,24.92,0.43513325,5.8073549,3.3174014,9.0134926,334.40295,484.85855,5.6825762,0,0,5.6825762,307.86395,0,11.365152,342.466,1484,39,132
Brc1ccc(-c2c(c(C)on2)C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OCc2nnn(CCOCCOCCn3nnc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(C)onc4-c4ccc(Br)cc4)c3)c2)cc1,CHEMBL4105000,1449,1,5.838931615,160.43799,0,0,3,5,12,0,32,0,136,2,14,78,50,235.12929,1.7288918,0,2,54,0,0,58,0,10,12,0,0,0.73075414,-2.5400257,-0.46640939,0.41342577,2.5532341,-2.5994313,-0.25331321,0.49213722,2.5992057,-2.3041689,-0.17212091,0.69533628,2.8222256,90.426003,23,0.27058825,32,143,8,85,9,27,0.31764707,103,0,55.621651,47.403881,33.999271,37.153244,37.573029,26.596489,16.073456,19.943962,2,2,0.84511781,37,0,-0.81735712,-0.38476285,-0.045862239,2.9638169,-1.0865433,-0.26913935,0.028974447,3.0171828,-0.51697409,-0.1376666,0.19305076,3.2211022,26.497358,30.641733,25.292013,8.4265537,8.4265537,-14.278239,0,24.789591,29.620714,0,14,14,1,0,64.008583,30.885555,16.304716,51.85593,24.950199,13.145743,16.587383,22,2,0,3,5.8377399,-12.1885,29.594994,0,1,44,0,8,23,5,12.592,-12.592,6.01963,-6.01963,0.048549712,0.062410705,159.87097,277.54581,90.855858,0,0,58.833996,0,199.00104,184.35884,18.842079,0,0,54.541466,26.827255,0.86905229,0.45164931,0.075997427,0.13094768,0.54835069,0.05495026,930.47461,483.57068,81.368721,140.20271,587.10663,58.833996,0.48648649,0.94736844,12.592,-12.592,0.056067344,0.047649302,0.69471985,0.53613633,0.19378649,0.30528012,0.4638637,0.11149364,743.8208,574.02899,207.4828,326.85651,496.64835,119.37371,19,0,8,0.056067344,0.047649302,0.58974361,9.2030401,36.0215,140.13518,161.4482,125.55755,22.782288,49.34774,8.8215923,187.45883,0,437.24799,28.66654,180.91643,109.15332,42.13171,55.373169,11.884645,254.30586,156.53941,358.5163,261.20001,0.18396443,7.4093909,4.9827809,12.220267,1070.6774,1418.6471,126.2068,0,0,11.365152,786.83728,97.570778,137.57196,1198.924,44353,131,410
O=[N+]([O-])c1c(NCc2cc(OC)c(OC)c(OC)c2)ccc(-c2ccccc2)c1,CHEMBL1945313,1500,1,5.823908741,59.599445,0,0,2,3,3,0,18,0,51,1,4,29,23,79.469063,1.5582169,0,0,22,0,0,22,0,2,5,0,0,1.5383813,-2.413048,-0.60941732,0.57484442,2.3812206,-2.342263,-0.54858047,0.70895255,2.5458872,-2.1083515,-0.40826148,0.76974553,2.6820779,31.714554,8,0.25806451,18,53,1,31,3,8,0.25806451,34,0,20.802753,16.469065,13.48061,15.396976,14.066412,8.9363976,5.9069715,8.3240643,0,0,0.74602085,15,0,-0.80845797,-0.43217382,0.017914513,2.5913229,-0.91179121,-0.28168088,0.13745259,2.7543972,-0.49137431,-0.20800637,0.16866188,2.8742216,6.5725064,10.007902,8.231143,4.6972108,4.6972108,-5.8054647,0,11.374026,11.050062,0,14,14,1,0,23.658689,11.571428,6.0357141,17.211721,8.3152189,4.2979755,4.9351454,7,1,1,1,4.7124801,-6.3169899,11.012236,1,1,18,1,3,8,1,4.6389999,-4.6420002,2.3157265,-2.3157265,0.12491118,0.1490871,108.97097,91.76992,33.994572,0,0,6.6995511,0,43.390331,73.529427,0,0,0,34.06794,7.5112681,0.87928319,0.39631283,0.10396518,0.12071683,0.60368717,0.016751643,351.65521,158.49896,41.579208,48.278759,241.43501,6.6995511,0.46666667,0.875,4.6389999,-4.6420002,0.19551627,0.18720379,0.83142573,0.4159106,0.10396518,0.16857427,0.5840894,0.064609095,332.51541,166.33679,41.579208,67.418579,233.59718,25.839373,8,1,3,0.19551627,0.18720379,0.44827586,5.1661,32.999664,25.096367,0,50.935009,3.185575,106.1516,0,182.80299,0,39.683357,11.21621,7.0856161,32.999664,50.935009,18.915859,29.895395,194.87141,0,106.1516,85.540001,0.3796615,5.9541965,3.6692808,9.4163132,399.93399,528.7077,7.5112681,0,0,5.6825762,334.78806,33.931049,13.193845,394.427,2426,47,146
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/C)C)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1[C@H](CC)C,CHEMBL2372499,1500,1,5.823908741,207.95161,0,0,4,6,12,0,0,0,199,5,17,86,52,291.36615,1.4641515,0,0,63,0,0,113,0,11,12,0,0,4.310801,-2.7445569,-0.40374944,0.37528354,2.7429514,-2.8820901,-0.39053544,0.33767697,2.7177565,-2.4901199,-0.26188442,0.48867413,2.989964,150.57039,16,0.18604651,0,199,12,86,6,16,0.18604651,187,0,66.684105,56.772301,46.703861,47.814224,39.747093,31.099848,19.880419,20.769871,13,0,0.69718975,24,0,-0.83998734,-0.35580769,0.030310815,3.5440388,-1.1659157,-0.33749557,0.005438517,3.4836419,-0.53615946,-0.1925208,0.10379615,3.7675273,22.561167,43.093159,31.809216,9.420249,9.420249,-12.506697,0,11.84126,33.990669,0,14,14,1,0,84.011627,40.29562,25.348337,68.972374,33.002224,20.726221,26.467928,23,5,0,2,5.7340002,-11.82997,33.555019,0,1,34,0,0,38,3,20.549999,-20.549999,8.6452646,-8.6452646,0.02855139,0.044992555,559.35175,82.078041,31.459604,34.476051,152.76901,0,0,108.45091,295.67862,0,0,0,149.23613,8.3151045,0.78174359,0.39504483,0.11080992,0.21825638,0.60495514,0.10744646,1111.495,561.68073,157.55124,310.32025,860.13446,152.76901,0.29166666,0.41176471,20.549999,-20.549999,0.027688565,0.035523113,0.49788067,0.39504483,0.33902007,0.5021193,0.60495514,0.16309926,707.89429,561.68073,482.0239,713.9209,860.13446,231.89699,17,0,1,0.027688565,0.035523113,0.058139537,3.6591001,97.42823,79.71682,308.77271,18.439579,30.875572,230.28032,0,35.286369,132.07884,566.54224,33.30616,262.48438,47.255424,102.91858,46.288338,0,167.3652,76.286194,796.82257,278.79999,0.15935007,7.4262648,4.3019161,12.647044,1421.8152,1745.0945,149.23613,0,0,22.730305,990.72961,142.44484,185.53336,1216.662,38337,152,416
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/CC)C)C(=O)N[C@@H](CC)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372501,1500,1,5.823908741,224.27237,0,0,4,6,12,0,6,0,212,5,17,93,59,307.71271,1.451475,0,0,70,0,0,119,0,11,12,0,0,3.0807235,-2.7382271,-0.42895144,0.39014602,2.7381701,-2.8837864,-0.40754628,0.34385684,2.7133965,-2.483155,-0.28287178,0.51918113,2.9851387,157.12964,18,0.19148937,6,213,12,94,6,18,0.19148937,195,0,71.374336,60.736401,50.667961,52.504459,43.192253,33.649426,22.488026,24.289944,13,0,0.69344056,25,0,-0.83981621,-0.35327646,0.036627188,3.5914006,-1.1659168,-0.3151077,0.006984293,3.5334909,-0.53580856,-0.19724068,0.11562863,3.817199,22.567215,44.262585,32.978657,11.269312,11.269312,-14.617381,0,14.906216,36.90358,0,14,14,1,0,89.084656,43.069252,26.720213,72.291512,34.867649,21.596735,27.103603,23,5,0,3,7.7639999,-13.65934,36.525887,0,1,40,0,1,40,4,21.459999,-21.461,8.9850702,-8.9850702,0.027470594,0.043290991,576.5838,85.947266,34.605564,34.476051,152.76901,0,0,100.61309,366.99948,0,0,0,149.23613,8.3151045,0.79442805,0.41414043,0.10436998,0.20557196,0.5858596,0.10120199,1199.2252,625.16382,157.55124,310.32025,884.38171,152.76901,0.31999999,0.47058824,21.459999,-21.461,0.026514446,0.03401519,0.52129817,0.41990462,0.33173665,0.47870183,0.58009541,0.14696518,786.92334,633.86511,500.77155,722.62219,875.68036,221.85063,17,0,2,0.026514446,0.03401519,0.032258064,5.27037,97.42823,79.71682,312.75467,0,34.061146,249.14871,0,123.50229,132.07884,566.54224,36.21286,262.48438,47.255424,102.91858,53.455879,0,274.44952,57.846619,796.82257,278.79999,0.15108317,7.5545888,4.3355513,12.879289,1509.5455,1884.4976,149.23613,0,0,22.730305,1074.1892,142.44484,185.53336,1306.787,46229,164,454
O=C(CCCN1CCC(OC(c2ccccc2)c2ccccc2)CC1)c1ccc(C(C)(C)C)cc1,CHEMBL305660,1500,1,5.823908741,85.028931,0,0,2,3,3,0,18,0,74,0,3,35,31,91.368866,1.2347144,0,0,32,0,0,39,0,1,2,0,0,1.1407516,-2.7916555,-0.60616302,0.64097047,2.7282219,-2.8299809,-0.49974763,0.70616639,2.7198839,-2.5285044,-0.44996205,0.81106061,2.9828396,47.489075,9,0.23684211,18,77,1,38,4,10,0.2631579,58,0,24.675152,21.451061,20.187351,22.390694,16.897999,13.014347,11.390135,14.279407,0,0,0.6553461,19,0,-0.85753381,-0.38014433,0.072626002,2.8951123,-0.95315415,-0.26386139,0.15580922,2.9673259,-0.5238263,-0.20508878,0.18149824,3.1451731,5.2327142,8.223115,8.223115,5.718142,7.5029383,-8.3379316,0,10.097136,14.380418,0.98486924,14,5.1864824,1.0815867,2.4985411,28.01939,13.693048,8.5,22.039078,10.689881,6.599761,6.7312899,3,0,1,1,7.8070002,-7.9217701,14.546497,0,1,24,0,4,12,3,5.77,-5.7709999,2.0803504,-2.0803504,0.078451365,0.17499039,135.39838,73.151108,4.9049287,8.458519,0,0,0,45.921883,227.81169,0,0,0,13.566921,2.503756,0.96859461,0.56633675,0.031405389,0.031405389,0.43366325,0,495.64651,289.80426,16.070677,16.070677,221.91293,0,0.47368422,0.89999998,5.77,-5.7709999,0.084402077,0.14035696,0.8325693,0.55756038,0.14131577,0.16743068,0.44243959,0.026114911,426.04004,285.31323,72.313713,85.677155,226.40395,13.363448,10,1,4,0.084402077,0.14035696,0.65714288,7.3130999,0,8.8119249,17.468536,55.318733,36.604515,0,0,247.00458,81.942268,99.978043,14.40915,34.862103,3.1243138,0,25.679598,0,322.47821,61.006344,99.978043,29.540001,0.33549348,6.2479277,4.110827,9.9188385,511.71719,716.67322,16.070677,0,0,0,459.42798,8.458519,16.070677,469.66898,4676,52,180
O=C(OC(C)(C)C)N[C@@H](C(C)C)c1scc(C(=O)N[C@@H](C(C)C)c2scc(C(=O)N[C@@H](C(C)C)c3scc(C(=O)OCC)n3)n2)n1,CHEMBL3263820,1500,1,5.823908741,104.01089,0,0,3,5,7,0,15,0,90,3,10,46,30,154.69727,1.7188585,0,0,31,0,0,44,0,6,6,0,3,1.5371829,-2.6447065,-0.42194393,0.40422827,2.6210246,-2.6526821,-0.26457968,0.56097502,2.6986396,-2.3959353,-0.22541453,0.62525326,2.8743784,68.545105,13,0.27083334,15,92,4,48,5,19,0.39583334,73,0,34.344208,30.368624,21.403259,22.566031,21.499128,17.786907,9.1532593,9.8959532,3,0,0.78544354,24,0,-0.82494015,-0.36978781,-0.018993152,2.8341167,-1.1325941,-0.27372363,0.09429916,2.8955472,-0.53088593,-0.18721011,0.15220352,3.0982492,15.95529,18.378176,11.518682,5.0303683,5.0310946,-8.7060633,0,11.993003,18.684135,0.001782913,14,9.7480946,1.014755,0.001063859,40.429688,18.298677,12.084192,35.580383,16.056479,10.581854,12.419472,12,3,0,3,5.4089999,-5.8818202,18.592264,0,1,15,0,3,14,4,10.235,-10.235,4.2292061,-4.2292061,0.085513093,0.081165433,166.78458,58.512264,20.098654,85.138893,0,25.899061,33.908009,74.990707,155.17896,0,0,13.566921,60.252247,2.9144292,0.80417109,0.44016579,0.1100526,0.1958289,0.55983424,0.085776299,560.70404,306.90326,76.733597,136.54066,390.34146,59.807072,0.5,1,10.235,-10.235,0.078749388,0.071323887,0.48466823,0.5251888,0.37893492,0.5153318,0.4748112,0.13639686,337.93237,366.18512,264.21036,359.31238,331.0596,95.10199,12,0,3,0.078749388,0.071323887,0.30434781,6.9952998,54.032253,75.936256,21.999775,20.926258,95.877998,0,0,47.448032,11.945906,450.95541,17.96706,117.44864,50.35659,67.264641,23.004869,0,47.448032,46.505928,427.0932,161.5,0.26638746,6.5849624,4.3241324,10.737294,697.24475,882.21106,71.315414,0,0,17.047728,501.62827,64.814583,88.363136,692.927,9272,68,234
O=C1N[C@@H](C(C)C)c2scc(C(=O)N[C@@H](C(C)C)c3scc(C(=O)N[C@@H](C(C)C)c4scc1n4)n3)n2,CHEMBL3263844,1500,1,5.823908741,79.949791,0,0,3,5,6,0,15,0,66,3,9,36,24,116.66464,1.7676461,0,0,24,0,0,30,0,6,3,0,3,1.5731208,-2.6384373,-0.47192478,0.49947095,2.6133742,-2.6231475,-0.40782702,0.5828048,2.7000484,-2.3839881,-0.3186042,0.65741551,2.8753691,48.450211,3,0.07692308,15,69,3,39,4,3,0.07692308,51,0,26.145535,23.436773,15.696153,16.781574,17.044622,14.474628,6.9461522,7.6888466,3,0,0.81021577,11,0,-0.82483828,-0.37142932,0.033879954,2.8607314,-1.1321117,-0.28392163,0.13978538,2.9235711,-0.52960473,-0.20363955,0.20003325,3.1342862,12.754824,13.964193,7.3970127,3.6827636,3.6838806,-7.2057247,0,10.802971,14.80336,0.002745348,14,9.5616188,1.0191237,0.001636275,28.994083,12.453062,6.7818666,25.252733,10.801518,5.865479,7.5768857,9,3,0,2,3.325,-4.2368302,14.693189,0,1,27,0,3,12,4,7.8449998,-7.8449998,3.2680838,-3.2680838,0.082588695,0.10503566,115.59995,35.030197,20.098654,85.138893,0,38.848595,0,0,155.17896,0,0,0,57.748489,0.41067299,0.80906028,0.41991198,0.11447428,0.19093969,0.58008802,0.07646542,411.04666,213.33812,58.159164,97.007759,294.71628,38.848595,0.18181819,0.22222222,7.8449998,-7.8449998,0.091268323,0.093052901,0.51818401,0.53659606,0.33587983,0.48181599,0.46340397,0.14593616,263.26566,272.61996,170.64523,244.78874,235.43443,74.143517,9,0,4,0.091268323,0.093052901,0.16666667,5.0373001,54.032253,66.132942,0,0,95.877998,0,0,47.448032,11.945906,293.78915,14.18106,71.586647,50.35659,67.264641,23.004869,0,47.448032,15.776351,293.78915,125.97,0.3281796,6.2854023,3.3904142,10.116971,508.05441,674.80914,57.748489,0,0,17.047728,361.93597,38.848595,74.796219,546.74097,3624,60,192
O=[N+]([O-])c1c(/C=C/C(=O)Nc2ccc(CCN3Cc4c(cc(OC)c(OC)c4)CC3)cc2)cc(OC)c(OC)c1,CHEMBL471719,1500,1,5.823908741,83.71817,0,0,3,4,6,0,18,0,73,1,7,40,30,113.7791,1.5586177,0,0,30,0,0,33,0,3,7,0,0,1.1257159,-2.6941755,-0.58666289,0.36204892,2.6054056,-2.7167673,-0.53807992,0.47853172,2.6385951,-2.4073195,-0.29501033,0.6416654,2.8890204,48.59383,11,0.25581396,18,76,3,43,3,12,0.27906978,55,0,28.64769,23.061201,18.809036,20.957455,19.3416,12.793164,8.1021118,10.773554,0,0,0.74597204,23,0,-0.85058886,-0.41831315,-0.022059724,2.7618554,-0.99735278,-0.28942704,0.059252024,2.8581631,-0.516155,-0.20403564,0.1623874,3.0336583,10.594922,14.19531,11.608902,3.6840022,5.4136605,-7.2507596,0,13.474613,15.149828,0.98321426,14,5.2322922,1.0889906,2.4366596,32.904274,16.17811,9.0113001,25.065794,12.232778,6.7784386,7.6656075,10,1,0,2,4.7384801,-6.7371302,15.062404,1,1,24,0,4,12,4,6.395,-6.3969998,3.2256405,-3.2256405,0.087051459,0.10705861,213.43082,100.07507,33.834076,8.6190128,12.949531,6.6995511,0,97.557671,24.509808,0,0,0,47.497971,10.151916,0.8608042,0.3236253,0.1038128,0.1391958,0.67637467,0.035383005,478.02646,179.71736,57.649883,77.298965,375.60806,19.649082,0.47826087,0.91666669,6.395,-6.3969998,0.14182955,0.12662186,0.82633823,0.36776125,0.1038128,0.17366175,0.63223875,0.069848962,458.88663,204.22717,57.649883,96.438789,351.09827,38.788902,12,1,4,0.14182955,0.12662186,0.125,5.1482401,43.99955,33.479465,23.862217,87.814163,12.7423,179.27228,0,158.78867,17.643185,44.926785,15.27421,30.947832,47.123867,50.935009,33.716011,23.524246,214.96504,59.781124,141.53548,115.08,0.302118,6.4262648,4.3122344,10.2979,555.32544,734.08649,23.581945,0,0,5.6825762,453.32953,46.880581,29.264521,547.60797,6934,65,204
O=[N+]([O-])c1ccc(NC(=O)Nc2ccc(CCN3Cc4c(cc(OC)c(OC)c4)CC3)cc2)cc1,CHEMBL474972,1500,1,5.823908741,72.840202,0,0,3,4,4,0,18,0,63,2,6,35,26,100.14162,1.5895495,0,0,26,0,0,28,0,4,5,0,0,1.0948869,-2.6941752,-0.60500515,0.54223561,2.6054127,-2.716774,-0.53807992,0.73310637,2.6385934,-2.4073207,-0.36349225,0.71272475,2.8890295,39.955795,8,0.21052632,18,66,2,38,3,10,0.2631579,46,0,24.785881,19.744705,15.809036,17.802753,16.944223,11.324403,7.3580952,9.790391,0,0,0.74781263,22,0,-0.850577,-0.43411529,0.084579423,2.7432456,-1.0358604,-0.30268949,0.16445385,2.837831,-0.51615381,-0.21316987,0.19139768,3.0158255,9.0203171,13.964264,8.5064392,2.6517918,4.3832121,-6.263186,0,12.464775,13.338262,0.98328966,14,5.2303033,1.0886561,2.4393444,28.01939,13.693048,7.9926538,20.65041,9.994854,5.7932968,5.8970814,9,2,1,1,3.9967401,-6.02773,13.194215,1,1,23,0,4,9,3,6.2030001,-6.2049999,2.8126004,-2.8126004,0.11550398,0.12278055,170.13506,72.274208,16.917038,17.238026,0,6.6995511,17.440542,97.557671,24.509808,0,0,13.566921,33.931049,5.2812943,0.83825219,0.36767176,0.11098546,0.1617478,0.63232821,0.050762348,398.63181,174.84674,52.779263,76.919357,300.70444,24.140093,0.5,1,6.2030001,-6.2049999,0.14621957,0.13053989,0.77988029,0.41921157,0.11098546,0.22011971,0.58078843,0.10913426,370.87299,199.35655,52.779263,104.67819,276.19461,51.898926,11,1,4,0.14621957,0.13053989,0.37142858,5.1231399,21.999775,51.061386,0,87.814163,9.5567245,108.50455,0,176.43184,0,61.058895,13.46158,30.947832,25.12409,50.935009,20.043581,44.291744,232.60823,41.709114,70.767738,108.65,0.33549348,6.2479277,4.2281876,9.9012833,475.55118,637.23578,18.574432,0,0,11.365152,369.58667,51.37159,29.939585,476.53299,4892,54,180
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c12,CHEMBL58,1501,1,5.823619308,66.602203,0,0,3,5,8,0,12,0,60,8,16,32,20,98.190224,1.6365038,0,0,22,0,0,28,0,4,6,0,0,1.7283894,-2.6030478,-0.70524973,0.74691701,2.5209372,-2.7896121,-0.67326242,0.67481601,2.495271,-2.3191199,-0.55654764,0.86931974,2.8084784,35.165794,12,0.35294119,12,62,2,34,8,12,0.35294119,48,0,23.087212,17.571606,12.966255,14.258784,15.506437,10.430605,6.3213673,7.9663267,0,0,0.77190232,17,0,-0.84350061,-0.44834378,0.14633988,2.7650239,-1.1539607,-0.4536812,0.16129963,2.8162203,-0.51532823,-0.24463889,0.24467991,3.0539289,13.530973,16.742039,6.180306,-1.9587885,1.096193,-3.4249442,0,9.2824574,11.952847,1.0493197,8.3279219,6.4097567,3.129185,5.0523691,26.602076,13.185255,6.3720703,20.727833,10.185787,4.8927307,6.5977902,10,8,1,1,-0.53600001,-1.88282,11.746985,0,1,16,0,3,12,3,7.7020001,-7.7020001,3.4173558,-3.4173558,0.063598841,0.11522224,143.73769,89.776871,34.476051,16.917038,41.296692,0,0,49.019615,0,0,0,0,27.407623,31.343943,0.76946104,0.24833471,0.13537991,0.23053895,0.75166529,0.095159031,333.92728,107.77118,58.751568,100.04826,326.20435,41.296692,0.47058824,0.8888889,7.7020001,-7.7020001,0.058426384,0.11685277,0.59023958,0.24833471,0.13537991,0.40976045,0.75166529,0.27438053,256.14954,107.77118,58.751568,177.826,326.20435,119.07443,9,1,3,0.058426384,0.11685277,0.875,-0.1392,137.56241,47.396725,0,152.48999,60.466732,0,0,70.572739,0,16.000351,11.9969,47.724434,101.54091,36.0215,23.229156,41.534996,70.572739,163.8652,0,163.17999,0.35236704,6.0874629,3.6855123,9.7179117,433.97552,575.83447,27.133842,0,0,11.365152,268.29828,16.917038,104.13183,444.48798,2996,55,160
S(=O)(=O)(C(C(=O)[C@@H](NC(=O)OC(C)(C)C)Cc1ccc(OC(C)(C)C)cc1)CC(=O)OC(C)(C)C)c1ccccc1,CHEMBL1253897,1550,1,5.809668302,93.648102,0,0,3,5,6,0,12,0,84,1,7,41,28,126.0452,1.500538,0,0,31,0,0,43,0,1,8,0,1,2.3073244,-2.6184869,-0.47484607,0.33216739,2.730226,-2.7844791,-0.41339666,0.3983435,2.6265569,-2.3833447,-0.24265642,0.49695188,2.9719627,62.7659,10,0.23809524,12,85,3,42,6,16,0.38095239,70,0,31.225405,26.255798,21.265066,22.896976,18.660452,15.028276,10.333004,12.249149,2,1,0.73820597,15,0,-0.87957919,-0.36096197,-0.068306215,2.9706824,-1.1621294,-0.28516695,0.009020047,2.9558191,-0.52592427,-0.19020051,0.088828892,3.2095902,10.590294,17.773184,15.116865,5.0794516,5.0794516,-7.0172138,1.346722,9.2053175,16.047585,0,14,14,1,0,37.18821,15.328798,13.671006,31.601418,12.970613,11.532709,9.9973106,9,1,0,2,5.7589998,-7.2210398,15.960793,0,1,12,0,2,13,4,8.7410002,-8.7419996,3.8107686,-3.8107686,0.094921812,0.12386397,165.43808,51.112381,11.847274,12.884399,0,27.98263,19.199511,195.44745,61.274521,6.5127993,0,13.566921,29.637598,37.160927,0.79820478,0.54361576,0.12714754,0.20179521,0.45638424,0.074647672,504.51691,343.60022,80.365448,127.54758,288.46429,47.18214,0.46666667,0.875,8.7410002,-8.7419996,0.13774167,0.083504915,0.5099569,0.60624266,0.39409673,0.4900431,0.39375737,0.095946386,322.32565,383.18445,249.09454,309.73883,248.88005,60.644302,8,1,2,0.13774167,0.083504915,0.56097561,5.4430699,29.010639,68.921402,83.361397,0,3.185575,20.41914,0,158.78867,18.868406,329.03976,15.65695,141.75812,10.999887,19.561485,15.186927,0,196.52547,20.749712,306.81342,125.07,0.28627059,6.3923173,3.7626295,10.477773,632.06451,798.8963,75.221039,0,0,5.6825762,464.3053,53.886841,80.903618,589.75,5692,59,210
